股票代码,简称,销售商品提供劳务收到的现金(元),客户存款和同业存放款项净增加额(元),向中央银行借款净增加额(元),向其他金融机构拆入资金净增加额(元),收到原保险合同保费取得的现金(元),收到再保险业务现金净额(元),保户储金及投资款净增加额(元),处置交易性金融资产净增加额(元),收取利息、手续费及佣金的现金(元),拆入资金净增加额(元),回购业务资金净增加额(元),收到的税费返还(元),收到的其他与经营活动有关的现金(元),经营活动现金流入小计(元),购买商品接受劳务支付的现金(元),客户贷款及垫款净增加额(元),存放中央银行和同业款项净增加额(元),支付原保险合同赔付款项的现金(元),支付利息、手续费及佣金的现金(元),支付保单红利的现金(元),支付给职工以及为职工支付的现金(元),支付的各项税费(元),支付的其他与经营活动有关的现金(元),经营活动现金流出小计(元),经营活动现金流量净额(元),收回投资所收到的现金(元),取得投资收益所收到的现金(元),处置固定资产、无形资产和其他长期资产而收回的现金(元),收回投资所收到的现金中的出售子公司收到的现金(元),收到的其他与投资活动有关的现金(元),投资活动现金流入小计(元),购建固定资产、无形资产和其他长期资产所支付的现金(元),投资所支付的现金(元),质押贷款净增加额(元),取得子公司及其他营业单位支付的现金净额(元),支付的其他与投资活动有关的现金(元),投资活动现金流出小计(元),投资活动产生的现金流量净额(元),吸收投资所收到的现金(元),吸收投资所收到的现金中的子公司吸收少数股东权益性投资收到的现金(元),借款所收到的现金(元),发行债券所收到的现金(元),收到其他与筹资活动有关的现金(元),筹资活动现金流入小计(元),偿还债务所支付的现金(元),分配股利利润或偿付利息所支付的现金(元),分配股利利润或偿付利息所支付的现金中的支付少数股东的股利(元),支付的其他与筹资活动有关的现金(元),筹资活动现金流出小计(元),筹资活动产生的现金流量净额(元),汇率变动对现金的影响(元),现金及现金等价物净增加额(元),现金及现金等价物余额(元)
600027,华电国际,"68,117,499,000","0","0","0","0","0","0","0","0","0","0","11,356,000","1,021,234,000","69,150,089,000","48,665,045,000","0","0","0","0","0","2,902,545,000","3,120,899,000","2,178,995,000","56,867,484,000","12,282,605,000","612,912,000","129,861,000","270,100,000","0","202,142,000","1,779,863,000","16,176,889,000","300,315,000","0","1,660,911,000","49,830,000","18,187,945,000","-16,408,082,000","2,215,722,000","386,638,000","72,136,500,000","0","1,251,011,000","76,106,171,000","62,764,532,000","6,882,785,000","119,127,000","1,145,696,000","71,040,901,000","5,065,270,000","0","939,793,000","3,060,074,000"
600028,中国石化,"3,220,178,000,000","0","0","0","0","0","0","0","0","0","0","0","17,864,000,000","3,238,551,000,000","2,725,034,000,000","0","0","0","0","0","51,724,000,000","204,274,000,000","13,490,000,000","3,095,089,000,000","143,462,000,000","1,384,000,000","0","325,000,000","0","1,254,000,000","10,262,000,000","158,148,000,000","10,246,000,000","0","0","0","173,541,000,000","-163,279,000,000","0","0","850,317,000,000","80,000,000,000","0","931,791,000,000","820,067,000,000","34,637,000,000","0","0","926,163,000,000","5,628,000,000","-2,000,000","-14,191,000,000","10,456,000,000"
600029,南方航空,"104,036,000,000","0","0","0","0","0","0","0","0","0","0","0","1,466,000,000","105,502,000,000","73,993,000,000","0","0","0","0","0","13,393,000,000","4,245,000,000","487,000,000","92,118,000,000","13,384,000,000","2,000,000","89,000,000","532,000,000","5,000,000","4,377,000,000","5,005,000,000","15,981,000,000","0","0","0","1,117,000,000","17,098,000,000","-12,093,000,000","140,000,000","140,000,000","31,940,000,000","0","92,000,000","32,172,000,000","29,511,000,000","3,733,000,000","12,000,000","0","33,244,000,000","-1,072,000,000","0","219,000,000","10,082,000,000"
600030,中信证券,"0","0","0","0","0","0","0","0","9,118,028,183.77","2,800,000,000","7,593,057,784.29","0","985,874,215.04","18,955,047,822.04","0","0","0","0","1,466,169,885.54","0","4,548,634,603.93","2,704,524,400.39","12,259,910,578.8","38,057,735,829.49","-19,102,688,007.45","433,358,880.26","548,675,674.4","0","0","9,196,813.2","4,269,956,409.16","515,367,122.58","2,992,747,837.1","0","17,987,726.31","0","3,526,102,685.99","743,853,723.17","26,850,775.22","26,850,775.22","0","13,000,000,000","792,515,957.88","13,819,366,733.1","0","4,969,593,699.85","71,340,211.14","0","4,969,593,699.85","8,849,773,033.25","-8,344,118.35","-9,517,405,369.38","59,687,284,032.92"
600031,三一重工,"50,527,031,000","0","0","0","0","0","0","0","0","0","0","211,481,000","2,312,594,000","53,051,106,000","34,706,026,000","0","0","0","0","0","4,236,754,000","3,345,074,000","5,081,514,000","47,369,368,000","5,681,738,000","79,090,000","226,510,000","357,775,000","1,463,000","731,272,000","1,396,110,000","4,792,053,000","440,200,000","0","2,645,528,000","0","7,877,781,000","-6,481,671,000","309,471,000","309,471,000","32,850,688,000","0","900,000,000","34,060,159,000","29,060,242,000","4,071,273,000","0","58,653,000","33,190,168,000","869,991,000","-12,417,000","57,641,000","8,274,219,000"
600033,福建高速,"2,245,677,395.28","0","0","0","0","0","0","0","0","0","0","0","41,164,420.18","2,286,841,815.46","155,480,973.5","0","0","0","0","0","143,150,307.5","286,006,852.95","59,156,887.46","643,795,021.41","1,643,046,794.05","0","0","0","0","31,717,013.68","31,717,013.68","410,112,480.84","0","0","0","122,119.69","410,234,600.53","-378,517,586.85","0","0","470,000,000","1,500,000,000","0","1,970,000,000","2,017,564,500","807,835,031.03","0","16,015,000","2,841,414,531.03","-871,414,531.03","0","393,114,676.17","625,534,282.54"
600035,楚天高速,"969,585,419.88","0","0","0","0","0","0","0","0","0","0","0","16,248,822.83","985,834,242.71","106,207,293.2","0","0","0","0","0","73,053,606.04","129,517,231.66","15,918,847.01","324,696,977.91","661,137,264.8","36,030,890.96","0","58,075","0","0","36,088,965.96","1,644,094,882.83","0","0","0","0","1,644,094,882.83","-1,608,005,916.87","64,617,300","64,617,300","2,798,550,000","497,750,000","0","3,360,917,300","1,021,000,000","469,486,074.49","0","40,000,000","1,530,486,074.49","1,830,431,225.51","0","883,562,573.44","1,642,263,978.22"
600036,招商银行,"0","312,384,000,000","0","52,993,000,000","0","0","0","0","154,698,000,000","0","0","0","16,994,000,000","695,354,000,000","0","264,142,000,000","48,605,000,000","0","53,100,000,000","0","21,996,000,000","24,903,000,000","25,323,000,000","445,641,000,000","249,713,000,000","913,430,000,000","17,302,000,000","243,000,000","0","0","930,994,000,000","6,494,000,000","958,709,000,000","0","0","0","965,203,000,000","-34,209,000,000","56,000,000","56,000,000","0","32,847,000,000","0","51,010,000,000","0","9,062,000,000","0","2,054,000,000","32,563,000,000","18,447,000,000","-247,000,000","233,704,000,000","452,855,000,000"
600037,歌华有线,"2,091,757,177.12","0","0","0","0","0","0","0","0","0","0","0","16,194,382.44","2,107,951,559.56","625,894,870.21","0","0","0","0","0","422,889,193","90,167,366.61","79,747,312.15","1,218,698,741.97","889,252,817.59","0","5,928,181.88","661,999.27","0","192,381,386.64","198,971,567.79","1,129,764,167.13","9,800,000","0","0","1,200,000","1,140,764,167.13","-941,792,599.34","8,000,000","0","0","0","8,812,500","16,812,500","0","118,737,867.53","0","2,384,783.6","121,122,651.13","-104,310,151.13","0","-156,849,932.88","3,208,326,114.78"
600038,哈飞股份,"3,543,915,146","0","0","0","0","0","0","0","0","0","0","0","6,290,964.89","3,550,206,110.89","2,703,390,100.58","0","0","0","0","0","316,696,891.45","29,483,424.96","43,460,965.77","3,093,031,382.76","457,174,728.13","2,548,981.5","94,800","111,780","0","0","2,755,561.5","5,822,526.9","0","0","0","0","5,822,526.9","-3,066,965.4","0","0","0","0","0","0","0","33,735,000","0","3,280,000","37,015,000","-37,015,000","0","417,092,762.73","568,336,795.52"
600039,四川路桥,"19,995,793,230","0","0","0","0","0","0","0","0","0","0","0","1,390,672,124.66","21,386,465,354.66","17,800,198,398.3","0","0","0","0","0","1,004,633,115.12","399,323,605.79","1,582,379,238.67","20,786,534,357.88","599,930,996.78","62,653,414.07","11,335,789.88","5,827,218.25","0","2,599,427.65","82,415,849.85","4,604,313,668.34","228,261,819.23","0","0","17,549,381.57","4,850,124,869.14","-4,767,709,019.29","78,518,200","78,518,200","9,518,250,775","0","411,091,145.91","10,007,860,120.91","4,547,244,783","909,635,467.01","853,088.96","663,965,765.43","6,120,846,015.44","3,887,014,105.47","-3,635,151.76","-284,399,068.8","2,568,304,464.5"
600048,保利地产,"87,557,529,285.76","0","0","0","0","0","0","0","0","0","0","0","9,908,086,904.28","97,465,616,190.04","74,198,622,524.73","0","0","0","0","0","1,455,948,827.21","13,592,645,832.38","5,125,817,730.73","94,373,034,915.05","3,092,581,274.99","177,932,000","2,503,893.11","344,618.93","27,396,996.48","0","208,177,508.52","71,230,460.64","300,000","0","130,457,552.38","0","201,988,013.02","6,189,495.5","4,082,638,747.06","4,082,638,747.06","46,263,880,000","0","0","50,346,518,747.06","31,941,893,910.1","6,852,543,669.14","231,699,622.79","226,394,541.16","39,020,832,120.4","11,325,686,626.66","2,961,731.53","14,427,419,128.68","32,580,034,779.81"
600050,中国联通,"243,095,682,578","0","0","0","0","0","0","0","0","0","0","15,896,336","742,007,719","243,853,586,633","129,290,641,103","0","0","0","0","0","28,478,883,962","11,345,656,385","0","169,115,181,450","74,738,405,183","0","489,491,911","1,085,829,708","0","288,324,452","1,863,646,071","90,766,178,785","0","0","10,314,455,759","16,363,723","101,096,998,267","-99,233,352,196","774,287","774,287","87,111,129,125","67,797,255,195","0","154,909,158,607","120,620,855,774","6,640,335,994","0","0","127,261,191,768","27,647,966,839","0","3,153,019,826","18,287,991,369"
600051,宁波联合,"3,807,077,775.84","0","0","0","0","0","0","0","0","0","0","222,116,936.22","589,550,930.13","4,618,745,642.19","3,638,875,167.41","0","0","0","0","0","113,743,168.35","179,918,885","684,654,831.6","4,617,192,052.36","1,553,589.83","33,860,987.38","16,520,075.08","21,679,700.81","19,955,634.32","43,430,000","135,446,397.59","151,744,317.78","6,000,046","0","26,744,852.28","90,300,000","274,789,216.06","-139,342,818.47","495,000","495,000","1,301,621,657.7","0","131,642,628.13","1,433,759,285.83","1,197,249,653.67","131,625,924.75","2,120,000","148,936,473.34","1,477,812,051.76","-44,052,765.93","-885,300.69","-182,727,295.26","812,433,999.72"
600052,浙江广厦,"1,867,516,095.09","0","0","0","0","0","0","0","0","0","0","104,992.5","81,234,538.25","1,948,855,625.84","1,474,708,182.81","0","0","0","0","0","79,478,278.68","224,248,929.66","157,537,474.7","1,935,972,865.85","12,882,759.99","0","30,933,938.4","13,495","30,000,000","26,835,959.14","87,783,392.54","14,002,740.53","104,440","0","368,900,000","0","383,007,180.53","-295,223,787.99","160,974,067.4","160,974,067.4","2,611,900,000","0","1,317,451,288.05","4,090,325,355.45","2,241,350,000","495,530,957.51","0","1,262,846,418.28","3,999,727,375.79","90,597,979.66","-2,149,957.63","-193,893,005.97","193,173,476.83"
600053,中江地产,"484,840,292.98","0","0","0","0","0","0","0","0","0","0","0","385,307,344.74","870,147,637.72","387,164,303.48","0","0","0","0","0","8,688,373.77","55,073,398.83","413,883,991.07","864,810,067.15","5,337,570.57","0","0","700","0","0","700","612,249","0","0","0","0","612,249","-611,549","0","0","439,800,000","0","0","439,800,000","394,800,000","45,628,737.36","0","13,584,200","454,012,937.36","-14,212,937.36","0","-9,486,915.79","71,580,967.15"
600054,黄山旅游,"1,707,692,282.84","0","0","0","0","0","0","0","0","0","0","0","25,549,026.2","1,733,241,309.04","445,864,862.99","0","0","0","0","0","224,708,416.58","210,417,069.05","490,923,832.89","1,371,914,181.51","361,327,127.53","0","8,000,000","372,008.9","0","2,756,784.09","11,128,792.99","388,810,271.58","4,300,000","0","0","0","393,110,271.58","-381,981,478.59","0","0","1,606,500,000","0","8,000,000","1,614,500,000","1,381,000,000","124,865,222.61","17,054,550.52","10,500,000","1,516,365,222.61","98,134,777.39","-9,390.76","77,471,035.57","332,175,542.84"
600055,华润万东,"736,839,861.93","0","0","0","0","0","0","0","0","0","0","7,755,149.27","67,030,334.04","811,625,345.24","428,426,030.75","0","0","0","0","0","114,925,377.29","33,791,941.45","168,734,030.6","745,877,380.09","65,747,965.15","0","20,700","0","0","0","20,700","18,366,209.23","0","0","0","0","18,366,209.23","-18,345,509.23","0","0","183,500,000","0","0","183,500,000","186,000,000","17,851,048.18","70,000","0","203,851,048.18","-20,351,048.18","-307,339.31","26,744,068.43","230,487,998.45"
600056,中国医药,"12,149,336,292.86","0","0","0","0","0","0","0","0","0","0","145,792,136.08","51,063,566.82","12,346,191,995.76","10,570,586,813.41","0","0","0","0","0","216,328,976.14","324,425,882.21","273,595,897.19","11,384,937,568.95","961,254,426.81","0","7,213,618.59","159,456","0","0","7,373,074.59","69,160,577.97","0","0","25,513,800","0","94,674,377.97","-87,301,303.38","0","0","524,706,463.16","0","0","524,706,463.16","657,715,871.68","55,723,585.01","7,640,000","0","713,439,456.69","-188,732,993.53","-9,589.85","685,210,540.05","1,822,524,269.29"
600057,象屿股份,"31,860,472,008.9","0","0","0","0","0","0","0","0","0","0","6,050,039.79","158,507,660.42","32,025,029,709.11","30,695,121,074.43","0","0","0","0","0","200,931,325.24","186,106,198.59","470,165,062.77","31,552,323,661.03","472,706,048.08","46,000,000","72,408,600.78","229,028,728.2","0","6,541,007.64","353,978,336.62","167,373,931.24","224,293,431.35","0","0","0","391,667,362.59","-37,689,025.97","0","0","8,209,705,942.12","0","3,625,012.04","8,213,330,954.16","8,682,811,699.54","225,453,425.63","10,891,060.29","504,240","8,908,769,365.17","-695,438,411.01","-2,486,381.41","-262,907,770.31","589,449,509.29"
