股票代码,简称,营业总收入(元),营业收入(元),金融资产利息收入(元),已赚保费(元),手续费及佣金收入(元),营业总成本(元),营业成本(元),金融资产利息支出(元),手续费及佣金支出(元),退保金(元),赔付支出净额(元),提取保险合同准备金净额(元),保单红利支出(元),分保费用(元),营业税金及附加(元),销售费用(元),管理费用(元),财务费用(元),资产减值损失(元),公允价值变动收益(元),投资收益(元),对联营企业和合营企业的投资收益(元),汇兑收益(元),营业利润(元),营业外收入(元),营业外支出(元),非流动资产处置净损失(元),利润总额(元),所得税(元),净利润(元),归属于母公司所有者的净利润(元),少数股东损益(元),基本每股收益(元),稀释每股收益(元)
600010,包钢股份,"36,933,606,038.91","36,933,606,038.91","0","0","0","36,565,073,116.03","34,114,333,987.24","0","0","0","0","0","0","0","164,385,581.47","656,482,465","567,094,849.49","954,045,670.84","108,730,561.99","462,650.5","11,119,563.66","7,148,996.86","0","380,115,137.04","40,696,124.31","82,125,315.27","76,168,732.7","338,685,946.08","80,481,740.59","258,204,205.49","256,141,255.69","2,062,949.8","0.04","0.04"
600011,华能国际,"133,966,658,882","133,966,658,882","0","0","0","125,662,022,249","112,136,538,026","0","0","0","0","0","0","0","672,040,241","5,996,744","3,087,408,193","8,888,473,248","871,565,797","-1,171,291","817,294,067","630,163,090","0","9,120,759,409","694,025,610","387,520,955","284,266,900","9,427,264,064","2,574,810,017","6,852,454,047","5,868,651,294","983,802,753","0.42","0.42"
600012,皖通高速,"2,222,507,036.21","2,222,507,036.21","0","0","0","1,119,113,573.11","829,255,573.05","0","0","0","0","0","0","0","77,159,554.91","0","78,853,434.1","132,065,511.05","1,779,500","0","12,030,994.85","12,030,994.85","0","1,115,424,457.95","2,468,794.06","2,796,648.89","1,477,038.87","1,115,096,603.12","277,027,990.29","838,068,612.83","761,000,765.2","77,067,847.63","0.459","0.459"
600015,华夏银行,"39,776,951,110.25","39,776,951,110.25","73,394,701,392.26","0","4,443,505,667.32","22,575,807,641.32","22,575,807,641.32","38,051,154,446.01","397,746,071.74","0","0","0","0","0","2,842,943,307.73","0","0","0","3,818,778,760.34","8,514,994.58","-17,456,737.16","0","212,513,347.98","17,201,143,468.93","78,117,782.9","27,780,559.26","0","17,251,480,692.57","4,455,821,878.68","12,795,658,813.89","12,796,280,935.73","-622,121.84","1.8681","1.8681"
600016,民生银行,"103,111,000,000","103,111,000,000","151,887,000,000","0","22,091,000,000","52,379,000,000","52,379,000,000","74,734,000,000","1,568,000,000","0","0","0","0","0","7,825,000,000","0","0","0","9,197,000,000","12,000,000","4,785,000,000","0","119,000,000","50,732,000,000","571,000,000","651,000,000","0","50,652,000,000","12,344,000,000","38,308,000,000","37,563,000,000","745,000,000","1.34","1.34"
600017,日照港,"4,798,872,357.48","4,798,872,357.48","0","0","0","3,981,696,160.07","3,434,290,124.21","0","0","0","0","0","0","0","170,256,543.83","0","140,367,909.19","226,649,142.02","10,132,440.82","0","82,861,219.89","82,861,219.89","0","900,037,417.3","4,070,504.48","530,981.57","500,727.8","903,576,940.21","93,824,921.22","809,752,018.99","786,500,758.81","23,251,260.18","0.26","0.26"
600018,上港集团,"28,381,021,292.78","28,381,021,292.78","0","0","0","22,591,477,999.42","19,278,986,294.57","0","0","0","0","0","0","0","229,741,771.17","0","2,206,280,299.82","780,181,935.97","96,287,697.89","0","767,108,727.29","713,030,126.89","0","6,556,652,020.65","644,482,759.48","13,285,949.6","12,395,951.86","7,187,848,830.53","1,348,533,421.9","5,839,315,408.63","4,969,266,616.6","870,048,792.03","0.2184","0.2184"
600019,宝钢股份,"191,512,137,670.6","191,135,536,828.1","371,630,234.13","0","4,970,608.37","189,117,333,837.44","176,879,358,812.58","266,450,869.57","575,355.99","0","0","0","0","0","307,987,349.04","1,925,622,030.62","7,237,559,690.08","415,679,745.91","2,084,099,983.65","-12,975,596.11","1,214,690,828.5","207,026,633.19","0","3,596,519,065.55","10,502,489,013.27","959,355,275.97","779,567,721.43","13,139,652,802.85","2,706,697,134.02","10,432,955,668.83","10,386,372,522.05","46,583,146.78","0.6","0.6"
600020,中原高速,"3,970,890,163.36","3,970,890,163.36","0","0","0","3,415,067,868.86","1,850,593,882.53","0","0","0","0","0","0","0","230,654,679.8","17,140,025.04","136,305,005.14","1,165,258,208.27","15,116,068.08","0","109,603,434.31","100,081,346.42","0","665,425,728.81","24,283,550.43","31,299,574.73","2,371,291.01","658,409,704.51","133,023,933.03","525,385,771.48","519,821,569.97","5,564,201.51","0.2313","0.2313"
600021,上海电力,"15,044,339,577.39","15,044,339,577.39","0","0","0","14,392,353,097.84","12,427,572,104.33","0","0","0","0","0","0","0","61,182,668","57,146","697,086,584.93","1,162,960,137.46","43,494,457.12","-1,750,646","702,720,658.49","659,370,343.76","0","1,352,956,492.04","77,480,394.17","75,520,084.95","72,163,712.34","1,354,916,801.26","203,932,350.33","1,150,984,450.93","883,103,619.02","267,880,831.91","0.4127","0.4127"
600022,山东钢铁,"73,303,683,975.98","73,303,683,975.98","0","0","0","77,025,464,658.71","73,023,919,668.31","0","0","0","0","0","0","0","155,745,806.4","366,204,532.01","2,135,728,357.55","1,327,627,057.2","16,239,237.24","37,658,894.5","2,924,428.82","0","0","-3,681,197,359.41","65,345,216.14","163,505,617.66","13,511,752.58","-3,779,357,760.93","55,861,199.4","-3,835,218,960.33","-3,836,510,885.35","1,291,925.02","-0.6521","-0.6521"
600026,中海发展,"11,156,649,488.5","11,156,649,488.5","0","0","0","12,360,023,009.58","11,260,750,192.46","0","0","0","0","0","0","0","66,207,687.55","50,255,548.68","418,975,550.43","535,870,777.52","27,963,252.94","439,125,776.03","298,773,817.98","293,700,647.82","0","-465,473,927.07","188,603,103.3","54,503,615.79","36,953,566.26","-331,374,439.56","-469,143,563.71","137,769,124.15","73,741,212.22","64,027,911.93","0.0217","0.0217"
600027,华电国际,"59,489,973,000","59,489,973,000","0","0","0","58,527,456,000","49,968,358,000","0","0","0","0","0","0","0","268,459,000","0","1,843,128,000","6,222,704,000","224,807,000","0","1,104,134,000","613,037,000","0","2,066,651,000","756,519,000","207,863,000","8,543,000","2,615,307,000","698,335,000","1,916,972,000","1,417,695,000","499,277,000","0.201","0.201"
600028,中国石化,"2,786,045,000,000","2,786,045,000,000","0","0","0","2,684,332,000,000","2,372,235,000,000","0","0","0","0","0","0","0","188,483,000,000","40,299,000,000","65,590,000,000","9,819,000,000","7,906,000,000","206,000,000","1,540,000,000","0","0","87,926,000,000","4,573,000,000","2,392,000,000","0","90,107,000,000","23,696,000,000","66,411,000,000","63,496,000,000","2,915,000,000","0.731","0.704"
600029,南方航空,"101,483,000,000","101,483,000,000","0","0","0","99,224,000,000","85,932,000,000","0","0","0","0","0","0","0","2,464,000,000","7,204,000,000","2,603,000,000","1,027,000,000","-6,000,000","0","526,000,000","439,000,000","0","2,785,000,000","2,027,000,000","64,000,000","12,000,000","4,748,000,000","953,000,000","3,795,000,000","2,628,000,000","1,167,000,000","0.27","0.27"
600030,中信证券,"11,693,881,925.78","11,693,881,925.78","2,172,183,368.07","0","7,089,694,970.96","6,263,189,004.07","6,263,189,004.07","947,692,762.56","800,804,898.38","0","0","0","0","0","400,887,979.18","0","0","0","30,038,736.55","416,773,726.44","3,663,411,592.35","432,167,426.23","25,160,000.7","5,430,692,921.71","61,029,519.62","4,453,345.66","0","5,487,269,095.67","1,180,466,077.73","4,306,803,017.94","4,237,418,476.37","69,384,541.57","0.38","0.38"
600031,三一重工,"46,830,535,000","46,830,535,000","0","0","0","40,755,155,000","31,963,252,000","0","0","0","0","0","0","0","166,806,000","3,974,131,000","3,367,239,000","1,358,481,000","-74,754,000","-139,363,000","161,374,000","25,057,000","0","6,097,391,000","1,007,681,000","224,413,000","25,247,000","6,880,659,000","869,977,000","6,010,682,000","5,686,095,000","324,587,000","0.75","0.75"
600033,福建高速,"2,425,428,245.1","2,425,428,245.1","0","0","0","1,504,080,127.23","810,672,330.43","0","0","0","0","0","0","0","84,948,643.45","0","75,969,029.83","530,113,510.06","2,376,613.46","0","-117,545,960.97","-117,545,960.97","0","803,802,156.9","4,246,400","15,326,870.58","15,082,197.38","792,721,686.32","233,450,489.05","559,271,197.27","410,691,634.58","148,579,562.69","0.1496","0.1496"
600035,楚天高速,"954,243,368.11","954,243,368.11","0","0","0","642,047,358.13","359,305,547.93","0","0","0","0","0","0","0","33,322,865.39","1,372,703","32,637,723.67","214,734,455.14","674,063","0","30,890.96","0","0","312,226,900.94","984,454.5","449,141.55","15,156.75","312,762,213.89","117,475,629.28","195,286,584.61","195,347,859.21","-61,274.6","0.21","0.21"
600036,招商银行,"113,367,000,000","113,367,000,000","150,101,000,000","0","21,167,000,000","54,254,000,000","54,254,000,000","61,727,000,000","1,428,000,000","0","0","0","0","0","7,555,000,000","0","0","0","5,583,000,000","125,000,000","3,419,000,000","64,000,000","1,296,000,000","59,113,000,000","522,000,000","71,000,000","0","59,564,000,000","14,287,000,000","45,277,000,000","45,273,000,000","4,000,000","2.1","2.1"
600037,歌华有线,"2,202,089,690.59","2,202,089,690.59","0","0","0","2,315,204,643.29","2,058,926,308.57","0","0","0","0","0","0","0","77,979,180.39","99,597,706.22","98,319,504.9","-29,423,462.1","9,805,405.31","0","-5,494,935.84","-11,423,117.72","0","-118,609,888.54","421,967,474.98","3,106,314.37","2,095,137.48","300,251,272.07","2,501,119.99","297,750,152.08","297,404,204.1","345,947.98","0.2805","0.2805"
600038,哈飞股份,"2,858,187,038.33","2,858,187,038.33","0","0","0","2,713,529,330.21","2,471,542,109.02","0","0","0","0","0","0","0","327,438.34","44,871,299.02","181,239,122.59","-2,000,653.52","17,550,014.76","0","-13,545,639.41","-12,994,620.91","0","131,112,068.71","1,658,464.8","216,031.31","187,698.31","132,554,502.2","16,997,748.31","115,556,753.89","115,556,753.89","0","0.3425","0.3425"
600039,四川路桥,"24,929,693,330.23","24,929,693,330.23","0","0","0","24,012,465,037.18","22,162,154,094.4","0","0","0","0","0","0","0","821,551,372.29","3,720,521.39","320,908,631.99","581,350,718","122,779,699.11","191,402.28","11,387,437.99","0","0","928,807,133.32","15,765,529.69","36,735,144.46","1,626,353.45","907,837,518.55","198,177,340.79","709,660,177.76","675,087,599.38","34,572,578.38","0.6451","0.6451"
600048,保利地产,"68,905,756,710.27","68,905,756,710.27","0","0","0","55,923,551,361.24","43,972,081,799.46","0","0","0","0","0","0","0","8,120,267,006.74","1,645,610,859.05","1,222,704,124.65","892,093,421.02","70,794,150.32","0","411,368,972.97","400,210,811.42","0","13,393,574,322","189,444,545.43","50,891,907.42","100,774.77","13,532,126,960.01","3,553,528,684.65","9,978,598,275.36","8,438,233,558.38","1,540,364,716.98","1.18","1.18"
600050,中国联通,"256,264,749,435","256,264,749,435","0","0","0","248,685,955,980","179,108,178,878","0","0","0","0","0","0","0","7,338,782,346","35,037,103,692","20,491,250,373","3,416,514,137","3,294,126,554","0","417,326,751","0","0","7,996,120,206","2,053,188,618","505,247,938","0","9,544,060,886","2,518,632,373","7,025,428,513","2,368,106,789","4,657,321,724","0.1117","0.1099"
600051,宁波联合,"3,023,927,135.21","3,023,927,135.21","0","0","0","3,084,267,354.79","2,752,415,066.57","0","0","0","0","0","0","0","29,009,243.57","103,943,972.73","124,553,156.85","65,092,318.78","9,253,596.29","0","62,491,064.06","12,905,937.08","0","2,150,844.48","50,498,531.89","2,595,850.58","239,845.94","50,053,525.79","32,027,889.83","18,025,635.96","33,108,428.9","-15,082,792.94","0.11","0.11"
600052,浙江广厦,"1,520,252,017.3","1,520,252,017.3","0","0","0","1,459,498,699.65","870,976,708.71","0","0","0","0","0","0","0","92,691,811.07","85,273,467.14","116,299,308.5","258,709,699.25","35,547,704.98","0","45,832,245.68","-3,504,609.57","0","106,585,563.33","13,776,417.39","12,660,076.9","44,874.29","107,701,903.82","73,087,728.24","34,614,175.58","57,315,290.44","-22,701,114.86","0.07","0.07"
600053,中江地产,"330,603,131.5","330,603,131.5","0","0","0","315,497,678.07","253,873,344.78","0","0","0","0","0","0","0","20,030,069.98","24,833,021.03","14,648,615.64","1,144,675.57","967,951.07","0","53,821.92","53,821.92","0","15,159,275.35","2,088,814.44","779,798.25","525.27","16,468,291.54","3,821,147.81","12,647,143.73","12,647,143.73","0","0.029","0.029"
600054,黄山旅游,"1,841,407,664.03","1,841,407,664.03","0","0","0","1,499,070,500.43","1,105,468,259.05","0","0","0","0","0","0","0","79,784,925.45","14,923,255.61","258,220,008.29","39,929,195.4","744,856.63","0","7,629,013.69","-370,986.31","0","349,966,177.29","10,238,225.76","2,066,224.07","800,040.68","358,138,178.98","97,567,886.37","260,570,292.61","240,008,243.3","20,562,049.31","0.51","0.51"
600055,华润万东,"690,346,218.67","690,346,218.67","0","0","0","657,471,239.86","470,233,003.16","0","0","0","0","0","0","0","3,454,833.2","89,870,604.38","79,138,399.28","8,627,325","6,147,074.84","0","-45,648.55","-66,348.55","0","32,829,330.26","6,761,604.46","452,377.15","17,533","39,138,557.57","5,529,082.54","33,609,475.03","32,257,025.46","1,352,449.57","0.149","0.149"
600056,中国医药,"9,901,358,348.99","9,901,358,348.99","0","0","0","9,372,804,079.61","8,802,408,258.91","0","0","0","0","0","0","0","16,465,739.72","366,174,607.67","132,912,206.86","-1,426,140.11","56,269,406.56","0","7,104,577.59","0","0","535,658,846.97","6,512,007.11","1,749,832.1","498,601.37","540,421,021.98","130,760,732.57","409,660,289.41","348,560,226.97","61,100,062.44","1.1209","1.1209"
600057,象屿股份,"29,355,741,014.03","29,355,741,014.03","0","0","0","29,284,057,189.62","28,496,634,114.87","0","0","0","0","0","0","0","38,384,929.84","396,820,149.3","115,895,049.16","222,828,719.53","13,494,226.92","-25,315,834.89","87,651,590.83","25,471,626.73","0","134,019,580.35","36,341,815.66","2,010,680.98","135,911.14","168,350,715.03","42,043,062.39","126,307,652.64","114,857,871.9","11,449,780.74","0.13","0.13"
600058,五矿发展,"149,388,449,893.61","149,388,449,893.61","0","0","0","150,665,490,442.83","147,858,678,193.97","0","0","0","0","0","0","0","244,418,858.08","434,994,048.3","1,369,275,188.72","649,319,085.35","108,805,068.41","-375,993.46","268,280,777.84","3,928,917.97","0","-1,009,135,764.84","149,273,929.87","120,018,227.21","1,247,053.77","-979,880,062.18","-196,455,552.21","-783,424,509.97","-380,444,262.64","-402,980,247.33","-0.3549","-0.3549"
600059,古越龙山,"1,421,789,152.72","1,421,789,152.72","0","0","0","1,245,331,295.29","881,967,735.8","0","0","0","0","0","0","0","63,047,967.44","193,374,098.81","91,067,831.33","13,721,681.21","2,151,980.7","0","6,323,434.5","4,923,434.5","0","182,781,291.93","100,908,122.95","39,683,734.28","36,349,895.97","244,005,680.6","51,695,385.55","192,310,295.05","190,835,006.98","1,475,288.07","0.301","0.301"
600060,海信电器,"25,251,980,431","25,251,980,431","0","0","0","23,471,433,932.84","20,702,079,214.39","0","0","0","0","0","0","0","66,910,929.16","2,122,622,457.21","564,601,542.43","-54,353,339.85","69,573,129.5","0","30,763,705.76","20,277,393.56","0","1,811,310,203.92","124,731,704.04","24,506,900.91","611,678.29","1,911,535,007.05","280,783,668.19","1,630,751,338.86","1,603,158,980.57","27,592,358.29","1.229","1.225"
600061,中纺投资,"3,252,610,663.39","3,252,610,663.39","0","0","0","3,250,943,496.15","3,099,089,007.56","0","0","0","0","0","0","0","2,511,300.08","39,769,486.31","67,986,424.23","31,347,515.91","10,239,762.06","0","-2,904,455.65","-2,904,455.65","0","-1,237,288.41","10,070,477.31","298,727.38","96,280.4","8,534,461.52","3,426,798.91","5,107,662.61","5,097,543.38","10,119.23","0.01","0.01"
600062,华润双鹤,"6,989,323,408.26","6,989,323,408.26","0","0","0","6,310,408,536.15","4,661,450,129.5","0","0","0","0","0","0","0","53,895,276.27","1,122,404,131.84","437,865,889.17","1,975,922.64","32,817,186.73","0","52,356,677.66","0","0","731,271,549.77","49,893,483.39","18,407,156.28","1,559,528.7","762,757,876.88","132,210,663.17","630,547,213.71","614,408,188.19","16,139,025.52","1.0747","1.0747"
600063,皖维高新,"2,879,150,557.87","2,879,150,557.87","0","0","0","3,130,292,258.81","2,655,711,217.58","0","0","0","0","0","0","0","5,781,326.21","71,761,539.81","257,327,128.88","114,229,710.26","25,481,336.07","-46,080.7","49,319,464.33","0","0","-201,868,317.31","44,300,202.84","11,354,861.8","11,194,655.03","-168,922,976.27","-6,451,419.36","-162,471,556.91","-156,244,478.35","-6,227,078.56","-0.1","-0.1"
600064,南京高科,"2,178,214,174.44","2,163,458,610.93","13,817,409.01","0","938,154.5","2,069,612,153.26","1,247,157,647.77","0","0","0","0","0","0","0","152,674,797.42","150,528,976.54","115,407,120.59","390,424,220.78","13,419,390.16","25,376,841","400,910,946.37","40,575,666.02","0","534,889,808.55","534,065.14","2,338,232.34","312,045.55","533,085,641.35","117,387,552.68","415,698,088.67","383,809,256.67","31,888,832","0.744","0.744"
600065,*ST联谊,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600066,宇通客车,"19,763,459,199.02","19,763,459,199.02","0","0","0","18,185,800,721.85","15,817,656,983.84","0","0","0","0","0","0","0","116,779,946.92","1,149,954,983.39","880,513,246.49","-37,831,413.9","258,726,975.11","-1,860,661.04","61,341,955.8","0","0","1,637,139,771.93","144,038,156.4","15,992,525.74","809,301.73","1,765,185,402.59","215,398,181.51","1,549,787,221.08","1,549,721,544.08","65,677","2.31","2.31"
600067,冠城大通,"6,256,271,570.89","6,256,271,570.89","0","0","0","5,354,850,121.44","4,669,839,104.21","0","0","0","0","0","0","0","338,391,688.4","98,290,358.72","137,934,122.92","114,992,894.31","-4,598,047.12","0","233,019,478.28","-11,463,882.42","0","1,134,440,927.73","10,890,750.54","1,453,848.45","136,185.29","1,143,877,829.82","282,135,444.66","861,742,385.16","830,837,471.35","30,904,913.81","0.71","0.71"
600068,葛洲坝,"53,536,895,341.13","53,536,895,341.13","0","0","0","51,486,653,874.39","46,410,196,954.9","0","0","0","0","0","0","0","1,455,404,491.67","450,299,199","1,936,735,641.5","1,183,215,723.55","50,801,863.77","-2,947,659.8","62,741,127.88","8,467.83","0","2,110,034,934.82","308,993,338.98","37,990,307.04","19,489,831.78","2,381,037,966.76","496,262,928.8","1,884,775,037.96","1,562,512,640.32","322,262,397.64","0.448","0.448"
600069,银鸽投资,"3,392,585,524.4","3,392,585,524.4","0","0","0","3,723,064,636.5","3,203,231,096.87","0","0","0","0","0","0","0","6,951,593.44","103,943,366.15","230,661,710.51","178,722,983.99","-446,114.46","0","-7,323,253.18","-11,883,253.18","0","-337,802,365.28","368,108,305.03","4,946,725.29","4,808,495.32","25,359,214.46","14,763,981.6","10,595,232.86","16,497,602.73","-5,902,369.87","0.02","0.02"
600070,浙江富润,"1,056,706,354.62","1,056,706,354.62","0","0","0","999,411,008.73","901,872,308.98","0","0","0","0","0","0","0","5,913,867.14","11,862,296.42","45,572,083.73","33,109,448.22","1,081,004.24","11,150","36,997,434.97","0","0","94,303,930.86","133,897,358.57","2,411,913.79","1,317,319.76","225,789,375.64","42,241,098.03","183,548,277.61","127,201,501.91","56,346,775.7","0.7","0.7"
600071,凤凰光学,"1,360,140,886.2","1,360,140,886.2","0","0","0","1,362,490,957.96","1,264,039,484.56","0","0","0","0","0","0","0","6,471,298.23","16,150,812.63","83,001,325.18","-3,473,580.85","-3,698,381.79","0","4,468,011.55","0","0","2,117,939.79","1,492,048.6","439,246.59","377,527.47","3,170,741.8","3,664,808.76","-494,066.96","6,234,117.63","-6,728,184.59","0.0263","0.0263"
600072,中船股份,"1,041,537,260.4","1,041,537,260.4","0","0","0","1,157,719,404.66","1,050,365,920.14","0","0","0","0","0","0","0","6,261,585.42","4,968,602.33","86,064,157.38","8,059,247.46","1,999,891.93","0","22,161,119.52","3,071,369.64","0","-94,021,024.74","1,233,188.73","3,262,826.78","47,921.59","-96,050,662.79","1,322,548.12","-97,373,210.91","-76,051,849.12","-21,321,361.79","-0.159","-0.159"
600073,上海梅林,"7,852,277,084.37","7,852,277,084.37","0","0","0","7,775,339,989.9","6,721,722,189.39","0","0","0","0","0","0","0","35,677,010.97","695,901,098.22","262,802,577.61","49,632,817.13","9,604,296.58","0","34,510,365.9","-4,600,720.05","0","111,447,460.37","59,475,091.98","2,383,102.28","1,323,180.55","168,539,450.07","39,197,801.23","129,341,648.84","140,111,029.72","-10,769,380.88","0.19","0.19"
600074,*ST中达,"1,745,421,579.59","1,745,421,579.59","0","0","0","2,373,384,124.04","1,735,387,563.92","0","0","0","0","0","0","0","3,863,020.58","43,658,173.04","119,849,728.7","139,144,429.52","331,481,208.28","0","39,810,210.35","27,452,491.5","0","-588,152,334.1","2,472,824.72","278,260.86","59,795.99","-585,957,770.24","2,048,769.18","-588,006,539.42","-525,936,778.89","-62,069,760.53","-0.795","-0.795"
600075,新疆天业,"4,050,041,562.74","4,050,041,562.74","0","0","0","4,106,646,883.15","3,525,372,784.27","0","0","0","0","0","0","0","33,255,750.57","313,230,117.39","124,963,973.48","96,763,320.25","13,060,937.19","0","949,407.3","-2,951,825.13","0","-55,655,913.11","20,242,722.46","3,235,013.56","146,503.64","-38,648,204.21","38,706,649.78","-77,354,853.99","-71,314,323.35","-6,040,530.64","-0.16","-0.16"
600076,青鸟华光,"12,791,747.53","12,791,747.53","0","0","0","26,682,601.32","7,957,357.6","0","0","0","0","0","0","0","154,843.65","689,633.06","25,920,436.39","118,106.25","-8,157,775.63","756.92","42,049,493.42","-879,167.56","0","28,159,396.55","8,050,594.49","23,447.2","0","36,186,543.84","-572,408.31","36,758,952.15","37,769,842.79","-1,010,890.64","0.1","0.1"
600077,宋都股份,"3,062,585,885.98","3,062,585,885.98","0","0","0","2,446,478,879.61","1,756,619,688.14","0","0","0","0","0","0","0","463,149,526.19","77,986,306.47","113,828,519.19","21,155,375.02","13,739,464.6","128,604.57","-9,228,578.75","-7,874,429.71","0","607,007,032.19","24,086,529.97","5,429,895.56","163,101.86","625,663,666.6","224,154,770","401,508,896.6","387,313,350.59","14,195,546.01","0.36","0.36"
600078,澄星股份,"2,661,494,632.58","2,661,494,632.58","0","0","0","2,621,151,709.63","2,210,880,682.66","0","0","0","0","0","0","0","18,428,485.17","75,323,413.2","77,048,729.05","233,684,964.78","5,785,434.77","8,052.01","-28,940.48","0","0","40,322,034.48","24,436,288.52","914,736.44","4,765","63,843,586.56","14,310,277.37","49,533,309.19","27,552,866.95","21,980,442.24","0.042","0.049"
600079,人福医药,"5,317,093,009.73","5,317,093,009.73","0","0","0","4,738,624,075.3","3,198,921,960.37","0","0","0","0","0","0","0","107,869,803.5","835,649,746.79","415,365,971.73","135,617,304.13","45,199,288.78","0","52,657,740.76","-8,834,517.61","0","631,126,675.19","86,179,645.29","21,465,143.64","5,469,130.24","695,841,176.84","132,500,392.8","563,340,784.04","405,990,787.59","157,349,996.45","0.82","0.82"
600080,金花股份,"460,193,983.21","460,193,983.21","0","0","0","417,694,837.56","223,552,909.22","0","0","0","0","0","0","0","7,755,222.81","126,721,351.17","62,601,359.21","-1,080,173.55","-1,855,831.3","0","490,015.05","0","0","42,989,160.7","6,933,712.14","1,277,005.11","0","48,645,867.73","4,873,507.67","43,772,360.06","44,254,978.36","-482,618.3","0.145","0.145"
600081,东风科技,"2,448,824,242.6","2,448,824,242.6","0","0","0","2,343,536,768.75","1,990,182,888.11","0","0","0","0","0","0","0","13,125,310.69","92,167,218.28","223,533,520.26","19,384,381.24","5,143,450.17","580,600","73,443,175.29","74,524,213.29","0","179,311,249.14","4,405,196.17","6,231,606","5,770,640.67","177,484,839.31","26,218,769.55","151,266,069.76","96,896,050.1","54,370,019.66","0.309","0.309"
600082,海泰发展,"838,931,952.35","838,931,952.35","0","0","0","787,119,614.9","721,521,729.81","0","0","0","0","0","0","0","24,696,354.57","5,032,681.22","23,888,989.7","11,933,740.9","46,118.7","0","2,622,778.44","0","0","54,435,115.89","4,040,000.49","97,702.51","97,702.51","58,377,413.87","15,661,601.98","42,715,811.89","42,715,811.89","0","0.07","0.07"
