股票代码,简称,营业总收入(元),营业收入(元),金融资产利息收入(元),已赚保费(元),手续费及佣金收入(元),营业总成本(元),营业成本(元),金融资产利息支出(元),手续费及佣金支出(元),退保金(元),赔付支出净额(元),提取保险合同准备金净额(元),保单红利支出(元),分保费用(元),营业税金及附加(元),销售费用(元),管理费用(元),财务费用(元),资产减值损失(元),公允价值变动收益(元),投资收益(元),对联营企业和合营企业的投资收益(元),汇兑收益(元),营业利润(元),营业外收入(元),营业外支出(元),非流动资产处置净损失(元),利润总额(元),所得税(元),净利润(元),归属于母公司所有者的净利润(元),少数股东损益(元),基本每股收益(元),稀释每股收益(元)
600031,三一重工,"37,327,890,000","37,327,890,000","0","0","0","34,525,806,000","27,552,694,000","233,027,000","3,044,347,000","2,945,451,000","324,949,000","425,338,000","0","0","233,027,000","3,044,347,000","2,945,451,000","324,949,000","425,338,000","143,151,000","-197,623,000","-3,605,000","0","2,747,612,000","846,196,000","143,401,000","52,930,000","3,450,407,000","355,555,000","3,094,852,000","2,903,595,000","191,257,000","0.381","0.381"
600033,福建高速,"2,625,118,114.54","2,625,118,114.54","0","0","0","1,509,094,130.62","867,780,263.3","0","0","0","0","0","0","0","91,467,523.36","0","76,636,813.13","472,523,709.48","685,821.35","-6,344,190.91","-95,757,715.87","-96,329,735","0","1,013,922,077.14","2,048,330.4","7,941,200.18","7,882,248.61","1,008,029,207.36","287,174,024.36","720,855,183","543,821,436.31","177,033,746.69","0.1982","0.1982"
600035,楚天高速,"1,010,872,885","1,010,872,885","0","0","0","627,128,567.47","370,673,650.3","0","0","0","0","0","0","0","35,151,500.12","1,333,418","40,930,641.92","176,338,664.09","2,700,693.04","0","-324,617.44","0","0","383,419,700.09","731,801.41","183,282.87","100,510.37","383,968,218.63","128,749,531.29","255,218,687.34","255,333,155.93","-114,468.59","0.27","0.27"
600036,招商银行,"0","132,604,000,000","173,495,000,000","0","31,365,000,000","0","64,693,000,000","74,582,000,000","2,181,000,000","0","0","0","0","0","8,579,000,000","0","0","0","10,218,000,000","-575,000,000","3,615,000,000","88,000,000","891,000,000","67,911,000,000","631,000,000","117,000,000","0","68,425,000,000","16,683,000,000","51,742,000,000","51,743,000,000","-1,000,000","2.3","2.3"
600037,歌华有线,"2,249,613,733.69","2,249,613,733.69","0","0","0","2,320,313,925.62","2,038,008,659.74","0","0","0","0","0","0","0","66,208,088.73","100,036,458.79","134,619,866.26","-24,851,945.63","6,292,797.73","0","33,738,955.51","-3,552,788.67","0","-36,961,236.42","422,933,211.84","1,862,697.3","1,398,735.14","384,109,278.12","5,961,878.47","378,147,399.65","376,746,156.31","1,401,243.34","0.3553","0.3553"
600038,哈飞股份,"10,830,674,602.47","10,830,674,602.47","0","0","0","10,525,966,263.35","9,654,269,275.68","0","0","0","0","0","0","0","7,356,507.27","92,726,864.74","765,902,183.2","-3,867,189.83","9,578,622.29","0","-13,117,573.86","-13,117,573.86","0","291,590,765.26","13,595,082.16","3,935,103.93","3,044,437.31","301,250,743.49","54,803,933.22","246,446,810.27","247,232,896.22","-786,085.95","0.4918","0.4918"
600039,四川路桥,"25,426,913,115.19","25,426,913,115.19","0","0","0","24,726,929,860.82","22,210,654,382.95","0","0","0","0","0","0","0","840,908,650.84","4,513,315.8","376,664,213.53","1,192,499,939.98","101,689,357.72","1,212,095.58","12,177,258.35","-100,436","0","713,372,608.3","9,691,072.92","11,898,576.81","3,666,558.87","711,165,104.41","157,630,864.92","553,534,239.49","512,924,041","40,610,198.49","0.4901","0.4901"
600048,保利地产,"92,355,524,195.85","92,355,524,195.85","0","0","0","76,983,752,453.96","62,655,215,219.51","0","0","0","0","0","0","0","9,522,127,698.6","2,185,176,436.97","1,575,818,588.79","985,531,951.77","59,882,558.32","0","635,052,586.69","631,751,353.83","0","16,006,824,328.58","182,283,960.89","87,411,760.92","158,318.88","16,101,696,528.55","4,237,234,223.24","11,864,462,305.31","10,747,161,554.27","1,117,300,751.04","1.5056","1.5056"
600050,中国联通,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600051,宁波联合,"2,823,462,066.07","2,823,462,066.07","0","0","0","2,881,766,721.7","2,498,311,876.2","0","0","0","0","0","0","0","50,470,633.47","100,228,016.42","148,156,977.4","75,963,994.69","8,635,223.52","0","117,414,099.54","7,203,096.36","0","59,109,443.91","37,834,188.74","9,171,748.35","4,575,610.56","87,771,884.3","43,110,497.2","44,661,387.1","60,027,573.55","-15,366,186.45","0.2","0.2"
600052,浙江广厦,"1,920,829,564.18","1,920,829,564.18","0","0","0","1,802,124,113.53","1,119,058,964.06","0","0","0","0","0","0","0","158,133,031.66","90,563,885.83","118,270,030.85","268,592,039.53","47,506,161.6","0","46,062,855.02","3,725,341.95","0","164,768,305.67","1,074,538.34","9,543,077.77","55,186.19","156,299,766.24","106,019,239.5","50,280,526.74","55,772,996.32","-5,492,469.58","0.06","0.06"
600053,中江地产,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600054,黄山旅游,"1,294,090,283.92","1,294,090,283.92","0","0","0","1,061,303,395.96","682,769,430.88","0","0","0","0","0","0","0","66,215,210.41","19,511,218.36","247,296,501.26","43,802,319.56","1,708,715.49","0","-1,720,425.88","-1,720,425.88","0","231,066,462.08","10,800,683.43","9,851,210.54","9,057,003.73","232,015,934.97","70,573,471.79","161,442,463.18","143,808,053.42","17,634,409.76","0.31","0.31"
600055,华润万东,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600056,中国医药,"14,829,508,156.28","14,829,508,156.28","0","0","0","14,129,694,873.64","12,951,703,010.7","0","0","0","0","0","0","0","34,754,084.56","626,226,590.61","438,959,935.53","142,125,962.23","-64,074,709.99","0","9,835,699.59","0","0","709,648,982.23","18,819,759.66","5,670,697.43","1,328,667.6","722,798,044.46","186,379,979.95","536,418,064.51","484,832,049.27","51,586,015.24","1.06","1.06"
600057,象屿股份,"35,402,328,040.64","35,402,328,040.64","0","0","0","35,636,332,542.03","34,619,911,508.05","0","0","0","0","0","0","0","35,620,578.2","499,312,980.48","148,780,844.22","220,294,584.17","112,412,046.91","34,038,723.48","429,237,476.57","24,584,433.27","0","229,271,698.66","40,412,125.05","12,706,018.63","329,028.66","256,977,805.08","-12,063,192.59","269,040,997.67","241,435,352.88","27,605,644.79","0.28","0.28"
600058,五矿发展,"203,259,150,042.45","203,259,150,042.45","0","0","0","202,980,332,441.96","200,233,575,871.24","0","0","0","0","0","0","0","129,596,130.69","629,325,285.54","1,600,982,007.04","249,017,950.17","137,835,197.28","87,362.1","13,440,265.83","1,356,778.52","0","292,345,228.42","151,267,031.91","128,617,598.48","15,347,459.69","314,994,661.85","249,513,111.55","65,481,550.3","279,784,340.29","-214,302,789.99","0.261","0.261"
600059,古越龙山,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600060,海信电器,"28,479,859,095.63","28,479,859,095.63","0","0","0","26,776,956,666.2","23,376,427,578.06","0","0","0","0","0","0","0","100,894,321.1","2,501,147,741.09","772,795,017.4","-55,951,855.22","81,643,863.77","0","82,258,429.79","27,637,917.08","0","1,785,160,859.22","102,236,559.46","17,226,837.92","7,263,058.17","1,870,170,580.76","246,821,270.75","1,623,349,310.01","1,582,879,067.44","40,470,242.57","1.211","1.21"
600061,中纺投资,"4,356,238,867.09","4,356,238,867.09","0","0","0","4,347,521,651.18","4,174,552,383.59","0","0","0","0","0","0","0","2,915,455.63","71,483,785.64","71,959,382.18","16,167,323.24","10,443,320.9","0","-1,172,033.59","-2,207,321","0","7,545,182.32","2,584,754.29","208,615.24","21,277.31","9,921,321.37","3,710,511.23","6,210,810.14","6,356,591.85","-145,781.71","0.01","0.01"
600062,华润双鹤,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600063,皖维高新,"3,573,058,832.97","3,573,058,832.97","0","0","0","3,618,669,837.15","3,098,966,800.34","0","0","0","0","0","0","0","11,652,997.96","97,435,762.57","263,327,082.16","159,339,982.55","-12,052,788.43","-2,674,468.7","11,318,213.31","0","0","-36,967,259.57","70,011,998.04","873,558.65","26,040.22","32,171,179.82","4,498,131.45","27,673,048.37","20,298,258.88","7,374,789.49","0.01","0.01"
600064,南京高科,"3,528,974,861.12","3,502,006,870.57","25,819,797.55","0","1,148,193","3,347,619,497.88","2,557,960,192.15","0","0","0","0","0","0","0","178,820,525.03","147,193,376.85","137,355,447.26","310,741,025.98","15,548,930.61","21,842,049.97","347,639,638.76","56,856,335.63","0","550,837,051.97","4,071,571.78","2,340,971.42","119,127.16","552,567,652.33","92,536,440.17","460,031,212.16","430,469,705.33","29,561,506.83","0.834","0.834"
600065,*ST联谊,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600066,宇通客车,"22,093,826,571.04","22,093,826,571.04","0","0","0","20,249,022,041.82","17,794,266,439","0","0","0","0","0","0","0","123,587,552.8","1,241,389,817.24","1,071,030,306.22","7,871,611.86","10,876,314.7","8,155,741.77","31,006,105.72","0","0","1,883,966,376.71","210,302,895.16","6,978,909.29","1,431,438.48","2,087,290,362.58","265,382,461.99","1,821,907,900.59","1,822,575,190.67","-667,290.08","1.43","1.43"
600067,冠城大通,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600068,葛洲坝,"59,527,557,416.23","59,527,557,416.23","0","0","0","57,248,211,049.27","51,617,593,091.91","0","0","0","0","0","0","0","1,422,635,776.77","534,525,069.85","2,368,926,909.59","1,260,080,742.17","44,449,458.98","25,121,005.06","58,216,396.05","-13,311.92","0","2,362,683,768.07","276,703,784.42","45,367,563.25","34,736,426.85","2,594,019,989.24","638,626,951.21","1,955,393,038.03","1,584,737,039.67","370,655,998.36","0.454","0.454"
600069,银鸽投资,"3,514,959,659.12","3,514,959,659.12","0","0","0","3,803,508,370.24","3,239,498,308.99","0","0","0","0","0","0","0","8,159,021.68","140,418,335.71","266,300,614.23","136,324,905.49","12,807,184.14","0","-88,190.93","0","0","-288,636,902.05","15,975,427.58","3,636,503.41","93,128.5","-276,297,977.88","25,476,519.69","-301,774,497.57","-278,647,676.13","-23,126,821.44","-0.34","-0.34"
600070,浙江富润,"1,072,373,157.47","1,072,373,157.47","0","0","0","1,008,937,869.81","923,761,593.8","0","0","0","0","0","0","0","6,371,316.64","13,323,068.16","42,871,627.44","20,350,722.21","2,259,541.56","15,610","31,392,870.01","-3,423,993.01","0","94,843,767.67","135,546,497.8","1,338,945.65","180,126.55","229,051,319.82","39,672,632.87","189,378,686.95","122,469,826.8","66,908,860.15","0.67","0.67"
600071,凤凰光学,"697,782,714.65","697,782,714.65","0","0","0","743,325,553.14","652,504,254.37","0","0","0","0","0","0","0","4,966,121.65","13,028,093.53","66,911,108.8","387,676.58","5,528,298.21","0","4,726,048.94","0","0","-40,816,789.55","921,632.02","1,404,937.36","1,309,519.05","-41,300,094.89","633,034.57","-41,933,129.46","-28,230,239.78","-13,702,889.68","-0.1189","-0.1189"
600072,中船股份,"921,151,213.49","921,151,213.49","0","0","0","1,113,386,578.54","961,795,908.51","0","0","0","0","0","0","0","13,060,891.11","4,337,826.32","113,161,363.8","9,788,441.21","11,242,147.59","0","8,312,569.04","6,900,583.8","0","-183,922,796.01","4,890,596.46","403,385.81","4,651.56","-179,435,585.36","1,278,349.06","-180,713,934.42","-182,346,507.77","1,632,573.35","-0.381","-0.381"
600073,上海梅林,"10,376,481,447.41","10,376,481,447.41","0","0","0","10,243,823,798.22","8,910,508,803.69","0","0","0","0","0","0","0","34,891,447.17","876,691,174.13","331,124,668.33","86,322,007.81","4,285,697.09","0","32,193,723.42","-4,134,159.26","0","164,851,372.61","42,005,677.82","2,723,346.25","859,678.47","204,133,704.18","39,138,381.91","164,995,322.27","155,317,122.45","9,678,199.82","0.19","0.19"
600074,*ST中达,"1,401,501,128.46","1,401,501,128.46","0","0","0","2,157,625,283.44","1,345,157,938.92","0","0","0","0","0","0","0","4,758,994.11","35,128,383.67","147,156,124.47","73,505,818.41","551,918,023.86","0","-5,965,598.04","-5,639,160.15","0","-762,089,753.02","1,076,869,191.69","1,476,626.38","3,232.51","313,302,812.29","65,239,228.29","248,063,584","237,963,326.8","10,100,257.2","0.266","0.266"
600075,新疆天业,"3,941,109,111.37","3,941,109,111.37","0","0","0","4,165,569,106.78","3,518,081,647.7","0","0","0","0","0","0","0","29,964,093.34","332,108,948.69","132,088,259.1","92,321,597.14","61,004,560.81","0","-4,127,453.85","-3,986,621.53","0","-228,587,449.26","19,113,317.56","715,191.33","45,296.96","-210,189,323.03","7,852,597.82","-218,041,920.85","-215,672,315.49","-2,369,605.36","-0.49","-0.49"
600076,青鸟华光,"13,667,521.36","13,667,521.36","0","0","0","41,632,209.62","11,216,032.98","0","0","0","0","0","0","0","88,224.14","4,259,804.1","25,754,869.33","960,044.87","-646,765.8","-27,260.28","235,052.19","176,488.72","0","-27,756,896.35","72,893,390.07","83,789.73","83,541.05","45,052,703.99","-1,313,972.83","46,366,676.82","52,090,532.94","-5,723,856.12","0.14","0.14"
600077,宋都股份,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600078,澄星股份,"2,460,190,405.06","2,460,190,405.06","0","0","0","2,442,098,874.72","2,125,854,272.39","0","0","0","0","0","0","0","17,868,362.52","72,711,687.56","90,541,775.99","134,205,534.59","917,241.67","-45,329.86","0","0","0","18,046,200.48","404,905,980.89","368,253,302.37","46,896.72","54,698,879","6,132,398.92","48,566,480.08","23,623,827.28","24,942,652.8","0.036","0.036"
600079,人福医药,"6,010,211,397.82","6,010,211,397.82","0","0","0","5,284,045,438.48","3,514,855,757.3","0","0","0","0","0","0","0","43,652,730.71","1,030,297,230.99","531,691,443.29","166,711,510.1","-3,163,233.91","0","17,279,372.79","9,779,827.62","0","743,445,332.13","45,574,965.75","19,072,219.18","7,115,000.84","769,948,078.7","168,697,841.95","601,250,236.75","417,780,076.54","183,470,160.21","0.83","0.83"
600080,金花股份,"471,099,599.4","471,099,599.4","0","0","0","434,122,237.88","183,939,233.06","0","0","0","0","0","0","0","7,987,514.65","187,810,218.74","55,508,913.85","-2,947,684.68","1,824,042.26","0","2,052,739.24","0","0","39,030,100.76","13,301,507.02","7,760,576.79","0","44,571,030.99","-720,756.57","45,291,787.56","45,594,449.31","-302,661.75","0.1493","0.1493"
600081,东风科技,"3,082,697,718.8","3,082,697,718.8","0","0","0","2,989,965,705.87","2,533,348,704.63","0","0","0","0","0","0","0","16,900,509.99","115,455,173.24","280,739,915.46","17,641,776.43","25,879,626.12","0","148,913,381.56","146,868,128.93","0","241,645,394.49","2,106,797.84","1,217,667.14","381,997.44","242,534,525.19","12,567,504.61","229,967,020.58","171,104,349.53","58,862,671.05","0.5457","0.5457"
600082,海泰发展,"869,842,884.84","869,842,884.84","0","0","0","819,103,193.19","726,339,550.87","0","0","0","0","0","0","0","46,064,983.88","5,835,335.59","21,949,700.9","18,755,690.94","157,931.01","0","1,834,353.49","0","0","52,574,045.14","1,848,726.02","76,634.08","6,214.16","54,346,137.08","13,854,887.87","40,491,249.21","40,491,249.21","0","0.06","0.06"
600083,博信股份,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600084,中葡股份,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600085,同仁堂,"8,714,647,401.68","8,714,647,401.68","0","0","0","7,454,932,602.03","4,978,569,156.44","0","0","0","0","0","0","0","86,256,440.17","1,580,392,489.76","779,988,501.98","26,514,357.45","3,211,656.23","0","3,884,734.29","2,855,246.41","0","1,263,599,533.94","34,774,208.09","2,564,340.7","1,976,167.64","1,295,809,401.33","229,108,144.29","1,066,701,257.04","656,013,728.53","410,687,528.51","0.503","0.487"
600086,东方金钰,"5,928,023,627.87","5,928,023,627.87","0","0","0","5,949,430,626.29","5,704,848,674.55","0","0","0","0","0","0","0","512,392.98","21,466,006.37","31,086,814.01","142,640,237.71","48,876,500.67","54,697,817.09","152,915,461.2","0","0","186,206,279.87","8,287,860.9","4,990,773.83","0","189,503,366.94","32,341,603.07","157,161,763.87","157,161,763.87","0","0.4461","0.4461"
600087,*ST长油,"7,306,808,610.75","7,306,808,610.75","0","0","0","13,158,924,999.29","7,717,791,878.73","0","0","0","0","0","0","0","7,523,276.35","16,625,456.55","76,901,522.11","686,264,469.7","4,653,818,395.85","0","2,564,985.8","2,564,985.8","0","-5,849,551,402.74","11,258,639.39","7,939,222.84","7,816,287.87","-5,846,231,986.19","72,407,818.17","-5,918,639,804.36","-5,921,581,446.19","2,941,641.83","-1.7446","-1.7446"
600088,中视传媒,"1,240,325,127.98","1,240,325,127.98","0","0","0","1,149,516,547.28","1,052,128,711.84","0","0","0","0","0","0","0","24,537,757.27","24,906,403.34","58,599,626.43","-18,358,532.8","7,702,581.2","0","0","0","0","90,808,580.7","7,284,729.47","668,706","509,159.33","97,424,604.17","24,591,225.7","72,833,378.47","67,730,709.67","5,102,668.8","0.204","0.204"
600089,特变电工,"29,174,688,011.17","29,174,688,011.17","0","0","0","27,946,368,090.77","24,454,629,452.71","0","0","0","0","0","0","0","119,024,410.12","1,536,045,712.71","1,071,404,869.56","527,133,227.3","238,130,418.37","0","63,469,891.56","35,309,788.68","0","1,291,789,811.96","334,595,540.81","72,738,953.81","7,910,422.61","1,553,646,398.96","175,260,770.87","1,378,385,628.09","1,328,375,843.32","50,009,784.77","0.504","0.504"
