股票代码,简称,销售商品提供劳务收到的现金(元),客户存款和同业存放款项净增加额(元),向中央银行借款净增加额(元),向其他金融机构拆入资金净增加额(元),收到原保险合同保费取得的现金(元),收到再保险业务现金净额(元),保户储金及投资款净增加额(元),处置交易性金融资产净增加额(元),收取利息、手续费及佣金的现金(元),拆入资金净增加额(元),回购业务资金净增加额(元),收到的税费返还(元),收到的其他与经营活动有关的现金(元),经营活动现金流入小计(元),购买商品接受劳务支付的现金(元),客户贷款及垫款净增加额(元),存放中央银行和同业款项净增加额(元),支付原保险合同赔付款项的现金(元),支付利息、手续费及佣金的现金(元),支付保单红利的现金(元),支付给职工以及为职工支付的现金(元),支付的各项税费(元),支付的其他与经营活动有关的现金(元),经营活动现金流出小计(元),经营活动现金流量净额(元),收回投资所收到的现金(元),取得投资收益所收到的现金(元),处置固定资产、无形资产和其他长期资产而收回的现金(元),收回投资所收到的现金中的出售子公司收到的现金(元),收到的其他与投资活动有关的现金(元),投资活动现金流入小计(元),购建固定资产、无形资产和其他长期资产所支付的现金(元),投资所支付的现金(元),质押贷款净增加额(元),取得子公司及其他营业单位支付的现金净额(元),支付的其他与投资活动有关的现金(元),投资活动现金流出小计(元),投资活动产生的现金流量净额(元),吸收投资所收到的现金(元),吸收投资所收到的现金中的子公司吸收少数股东权益性投资收到的现金(元),借款所收到的现金(元),发行债券所收到的现金(元),收到其他与筹资活动有关的现金(元),筹资活动现金流入小计(元),偿还债务所支付的现金(元),分配股利利润或偿付利息所支付的现金(元),分配股利利润或偿付利息所支付的现金中的支付少数股东的股利(元),支付的其他与筹资活动有关的现金(元),筹资活动现金流出小计(元),筹资活动产生的现金流量净额(元),汇率变动对现金的影响(元),现金及现金等价物净增加额(元),现金及现金等价物余额(元)
600017,日照港,"2,999,090,222.78","0","0","0","0","0","0","0","0","0","0","0","327,022,686.38","3,326,112,909.16","1,313,431,448.87","0","0","0","0","0","333,527,020.83","438,470,064.01","415,991,302.68","2,501,419,836.39","824,693,072.77","0","620,000","331,310.14","0","0","951,310.14","791,984,358.76","187,786,000","0","0","0","979,770,358.76","-978,819,048.62","1,409,972,415.09","0","1,476,100,000","0","1,698,540.91","2,887,770,956","1,798,000,000","201,913,358.16","0","1,213,051.6","2,001,126,409.76","886,644,546.24","0","732,518,570.39","1,068,243,448.29"
600018,上港集团,"20,527,807,108.1","0","0","0","0","0","0","0","0","0","0","143,253.52","3,976,595,956.14","24,504,546,317.76","7,128,632,417.51","0","0","0","0","0","3,601,933,408.45","1,992,859,102.54","4,544,742,536.76","17,268,167,465.26","7,236,378,852.5","71,195,571.4","171,215,441.27","635,054,297.81","0","19,831,798.36","897,297,108.84","2,223,619,212.53","54,961,177.31","0","0","0","2,278,580,389.84","-1,381,283,281","91,500,000","91,500,000","16,340,410,000","7,963,300,000","0","24,395,210,000","23,206,820,000","3,794,974,935.58","810,511,987.47","196,357,200","27,198,152,135.58","-2,802,942,135.58","-22,056,212.12","3,030,097,223.8","9,926,123,671.13"
600019,宝钢股份,"250,862,817,851.43","0","0","0","0","0","0","0","348,171,670.25","329,451,350","0","198,250,118.63","2,765,023,762.9","254,927,966,205.8","222,611,487,125.82","0","167,314,947.63","0","191,038,515.12","0","9,093,149,003.85","7,367,904,635.22","2,882,184,440.95","242,785,736,457.82","12,142,229,747.98","2,637,328,762.55","414,483,716.25","31,650,014.98","12,703,102.72","179,485,470.05","3,275,651,066.55","15,068,201,566.6","4,340,991,625.7","0","-6,427,856.16","2,977,331.19","19,405,742,667.33","-16,130,091,600.78","211,881,350.11","211,881,350.11","69,659,982,105.95","0","0","69,871,863,456.06","50,798,083,624.57","6,912,378,714.4","244,822,982.15","0","60,579,296,019.07","9,292,567,436.99","-62,401,619.77","5,242,303,964.42","13,180,223,388.65"
600020,中原高速,"2,878,518,973.18","0","0","0","0","0","0","0","0","0","0","0","685,867,135.47","3,564,386,108.65","476,282,583.96","0","0","0","0","0","271,364,106.87","258,861,747.3","711,721,208.39","1,718,229,646.52","1,846,156,462.13","10,690,875.82","1,368,115.66","5,152,935.58","0","59,537,982.11","76,749,909.17","3,138,395,276.88","465,184,848","0","0","18,801,296.4","3,622,381,421.28","-3,545,631,512.11","0","0","4,324,360,000","0","0","4,324,360,000","2,315,760,519.76","1,223,961,580.86","1,430,000","201,669.32","3,539,923,769.94","784,436,230.06","0","-915,038,819.92","2,136,452,801.29"
600021,上海电力,"19,311,905,313.54","0","0","0","0","0","0","0","0","0","0","46,866,646.54","682,786,031.65","20,041,557,991.73","18,386,083,303.68","0","0","0","0","0","1,234,847,734.4","842,231,362.85","447,672,401.72","20,910,834,802.65","-869,276,810.92","0","308,430,851.5","27,077,199.95","2,429,701.12","202,386,679.55","540,324,432.12","975,519,705.11","3,000,000","0","0","210,000","978,729,705.11","-438,405,272.99","0","0","13,524,820,000","0","0","13,524,820,000","10,747,090,572.61","1,223,291,060.25","143,960,000","25,920,198.2","11,996,301,831.06","1,528,518,168.94","-995,950.76","219,840,134.27","2,268,390,088.63"
600022,山东钢铁,"21,577,350,153.51","0","0","0","0","0","0","0","0","0","0","47,325,480.51","75,027,043.95","21,699,702,677.97","14,467,045,137.41","0","0","0","0","0","1,736,148,914.79","555,280,821.52","201,732,939.31","16,960,207,813.03","4,739,494,864.94","0","0","16,000,000","-152,021.9","0","15,847,978.1","1,032,740,822.01","6,389,600","0","0","0","1,039,130,422.01","-1,023,282,443.91","0","0","6,653,292,163.02","0","93,087,910.77","6,746,380,073.79","9,595,670,943.42","652,425,465.82","2,217,638.8","865,059,693.37","11,113,156,102.61","-4,366,776,028.82","-3,877,114.58","-654,440,722.37","872,884,781.26"
600026,中海发展,"12,072,620,466.92","0","0","0","0","0","0","0","0","0","0","0","147,137,264.64","12,219,757,731.56","8,386,860,600.22","0","0","0","0","0","1,700,340,491.95","400,378,077.61","260,730,382.46","10,748,309,552.24","1,471,448,179.32","0","61,388,512.75","205,466,513.07","0","0","266,855,025.82","8,374,163,240.35","750,839,532.17","0","0","0","9,125,002,772.52","-8,858,147,746.7","159,995,000","159,995,000","11,932,727,863.43","3,916,000,000","0","16,008,722,863.43","4,988,997,620.78","1,252,128,457.45","0","28,433,935.12","6,269,560,013.35","9,739,162,850.08","-37,505,992.25","2,314,957,290.45","3,376,692,007.19"
600027,华电国际,"62,747,252,000","0","0","0","0","0","0","0","0","0","0","15,022,000","772,283,000","63,534,557,000","50,336,509,000","0","0","0","0","0","2,535,822,000","2,242,952,000","1,686,632,000","56,801,915,000","6,732,642,000","105,656,000","283,624,000","10,631,000","0","166,218,000","1,245,651,000","12,324,893,000","497,023,000","0","1,553,756,000","52,142,000","14,427,814,000","-13,182,163,000","218,699,000","218,699,000","62,017,376,000","0","192,354,000","62,549,273,000","48,267,847,000","5,695,380,000","25,274,000","876,857,000","55,223,785,000","7,325,488,000","0","875,967,000","2,111,725,000"
600028,中国石化,"2,889,482,000,000","0","0","0","0","0","0","0","0","0","0","0","12,316,000,000","2,902,235,000,000","-2,398,623,000,000","0","0","0","0","0","-41,718,000,000","-176,474,000,000","-20,519,000,000","-2,751,054,000,000","151,181,000,000","3,039,000,000","0","1,216,000,000","0","1,584,000,000","18,862,000,000","-142,813,000,000","-7,488,000,000","0","0","0","-159,870,000,000","-141,008,000,000","0","0","536,397,000,000","5,000,000,000","0","564,403,000,000","0","-26,368,000,000","0","0","-566,919,000,000","-2,516,000,000","-18,000,000","7,639,000,000","24,647,000,000"
600029,南方航空,"95,014,000,000","0","0","0","0","0","0","0","0","0","0","128,000,000","901,000,000","96,043,000,000","65,544,000,000","0","0","0","0","0","11,340,000,000","5,182,000,000","492,000,000","82,558,000,000","13,485,000,000","4,000,000","66,000,000","1,543,000,000","0","25,421,000,000","27,034,000,000","19,985,000,000","37,000,000","0","0","28,662,000,000","48,684,000,000","-21,650,000,000","1,500,000,000","1,500,000,000","19,395,000,000","0","0","20,895,000,000","11,843,000,000","1,356,000,000","121,000,000","72,000,000","13,271,000,000","7,624,000,000","0","-541,000,000","9,863,000,000"
600030,中信证券,"0","0","0","0","0","0","0","0","11,541,789,768.61","100,000,000","8,622,797,799.09","0","1,323,436,570.94","-4,850,976,149.36","0","0","0","0","2,055,932,740.42","0","6,611,268,223.63","4,118,700,115.66","4,129,996,378.82","22,072,932,851.81","-26,923,909,001.17","746,182,920.06","1,406,844,856.06","0","0","8,900,559,872.22","11,053,587,648.34","1,815,660,212.03","2,904,015,316.9","0","0","0","345,810,938.43","10,707,776,709.91","11,589,980,205.03","84,051,914.9","0","0","0","11,589,980,205.03","184,631,341.72","5,050,360,700","7,200,000","0","5,234,992,041.72","6,354,988,163.31","-198,995,006.96","-10,060,139,134.91","69,204,689,402.3"
600031,三一重工,"52,570,215,164.54","0","0","0","0","0","0","0","0","0","0","146,229,804.68","1,115,844,604.14","53,832,289,573.36","37,571,336,930.82","0","0","0","0","0","3,607,855,900.09","4,576,909,100.53","5,797,160,594.51","51,553,262,525.95","2,279,027,047.41","9,728,436.44","131,078,370.58","117,156,328.94","0","75,300,000","333,263,135.96","7,135,572,043.22","145,330,819.53","0","59,381,197.84","933,172,772.07","8,273,456,832.66","-7,940,193,696.7","3,000,000","0","24,793,800,406.77","0","0","24,796,800,406.77","14,034,290,508.02","1,657,112,750.73","0","103,714,451.18","15,795,117,709.93","9,001,682,696.84","2,908,115.72","3,343,424,163.27","8,216,577,601.37"
600033,福建高速,"2,243,258,907.7","0","0","0","0","0","0","0","0","0","0","0","31,765,394.74","2,275,024,302.44","166,764,906.33","0","0","0","0","0","108,261,955.43","264,631,608.02","64,038,464.57","603,696,934.35","1,671,327,368.09","0","0","14,922,327.44","0","0","14,922,327.44","1,825,937,002.3","0","0","0","0","1,825,937,002.3","-1,811,014,674.86","0","0","5,761,300,000","0","0","5,761,300,000","4,674,134,603.25","805,652,914.43","73,880,000","22,037,600","5,501,825,117.68","259,474,882.32","0","119,787,575.55","232,419,606.37"
600035,楚天高速,"989,219,655.35","0","0","0","0","0","0","0","0","0","0","0","16,643,906.92","1,005,863,562.27","112,520,885.61","0","0","0","0","0","87,935,167.86","203,631,051.96","17,153,084.14","421,240,189.57","584,623,372.7","0","0","3,025","0","0","3,025","2,806,030,074.01","0","0","0","36,000,000","2,842,030,074.01","-2,842,027,049.01","171,231,000","171,231,000","3,778,083,171","0","0","3,949,314,171","1,300,000,000","248,059,631.66","0","705,000","1,548,764,631.66","2,400,549,539.34","0","143,145,863.03","758,701,404.78"
600036,招商银行,"0","322,882,000,000","0","2,688,000,000","0","0","0","0","123,625,000,000","0","0","0","5,347,000,000","525,666,000,000","0","-210,142,000,000","-110,360,000,000","0","-38,691,000,000","0","-20,285,000,000","-17,972,000,000","-24,500,000,000","-424,370,000,000","101,296,000,000","470,066,000,000","13,288,000,000","253,000,000","0","0","483,612,000,000","-4,226,000,000","-538,739,000,000","0","0","0","-542,965,000,000","-59,353,000,000","15,000,000","15,000,000","0","0","0","29,189,000,000","0","-6,249,000,000","0","0","-27,729,000,000","1,460,000,000","-1,472,000,000","41,931,000,000","219,151,000,000"
600037,歌华有线,"2,008,138,217.58","0","0","0","0","0","0","0","0","0","0","0","42,360,847.06","2,050,499,064.64","572,218,565.32","0","0","0","0","0","405,818,563.83","66,724,273.37","80,137,645.77","1,124,899,048.29","925,600,016.35","84,217,866.77","4,289,792.71","101,687.14","0","1,187,507,208.06","1,276,116,554.68","2,225,877,368.11","78,200,000","0","0","0","2,304,077,368.11","-1,027,960,813.43","0","0","0","0","538,620,000","538,620,000","0","114,627,246.11","0","36,431,541.16","151,058,787.27","387,561,212.73","0","285,200,415.65","3,365,176,047.66"
600038,哈飞股份,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600039,四川路桥,"5,108,683,086.57","0","0","0","0","0","0","0","0","0","0","0","388,112,777.3","5,496,795,863.87","4,571,598,541.45","0","0","0","0","0","295,302,716.28","68,915,243.97","266,635,555.35","5,202,452,057.05","294,343,806.82","12,600,556.69","5,652,533.05","1,475,000","0","800,000","20,528,089.74","226,798,649.33","24,120,000","0","0","0","250,918,649.33","-230,390,559.59","2,450,000","2,450,000","445,784,000","0","14,656,202.79","462,890,202.79","397,000,000","158,089,101.1","4,970,527.52","0","555,089,101.1","-92,198,898.31","0","-28,245,651.08","496,788,090.82"
600048,保利地产,"66,038,279,695.29","0","0","0","0","0","0","0","0","0","0","0","4,206,708,924.31","70,244,988,619.6","62,562,504,314.31","0","0","0","0","0","1,079,317,954.1","11,311,655,780.29","3,213,418,026.87","78,166,896,075.57","-7,921,907,455.97","9,000,000","1,992,719.42","417,836.31","0","0","11,410,555.73","48,585,512.62","101,234,501.67","0","309,436,530.5","0","459,256,544.79","-447,845,989.06","3,694,897,000","3,694,897,000","36,916,192,026.25","0","0","40,611,089,026.25","27,768,791,854.22","5,348,378,486","141,908,943.55","100,496,646.21","33,217,666,986.43","7,393,422,039.82","-2,498,492.24","-978,829,897.45","18,152,615,651.13"
600050,中国联通,"205,738,561,772","0","0","0","0","0","0","0","0","0","0","27,664,445","547,931,509","206,314,157,726","100,918,902,794","0","0","0","0","0","26,443,414,889","9,498,977,137","0","136,861,294,820","69,452,862,906","0","1,047,765,284","1,431,320,599","0","181,172,648","2,660,258,531","81,817,902,431","3,367,586,262","0","0","212,436,455","85,397,925,148","-82,737,666,617","33,422,359","33,422,359","55,460,955,472","61,866,594,907","0","117,360,972,738","106,305,374,182","5,255,611,884","0","0","111,560,986,066","5,799,986,672","0","-7,484,817,039","15,134,971,543"
600051,宁波联合,"4,391,970,462.43","0","0","0","0","0","0","0","0","0","0","175,645,588.76","1,023,156,009.3","5,590,772,060.49","4,124,138,769.11","0","0","0","0","0","118,519,257.43","160,483,047.13","1,051,490,047.09","5,454,631,120.76","136,140,939.73","16,669,277","15,857,632.07","7,577,106.64","27,171,926.72","63,992,500","131,268,442.43","34,782,253.71","0","0","0","23,992,500","58,774,753.71","72,493,688.72","30,000,000","30,000,000","1,262,746,968.26","0","83,000,000","1,375,746,968.26","1,177,641,400","132,681,249.96","4,250,000","250,000","1,310,572,649.96","65,174,318.3","6,086,762.36","279,895,709.11","995,161,294.98"
600052,浙江广厦,"1,567,424,096.28","0","0","0","0","0","0","0","0","0","0","0","37,819,047.95","1,605,243,144.23","1,704,384,115.42","0","0","0","0","0","65,108,665.59","205,947,844.45","156,939,666.13","2,132,380,291.59","-527,137,147.36","20,268,146.54","273,900","408,831.11","249,646,216.5","0","270,597,094.15","43,196,555.17","17,982,392.03","0","0","1,750,000","62,928,947.2","207,668,146.95","159,911,259.88","159,911,259.88","2,675,200,000","0","730,536,682.45","3,565,647,942.33","2,855,490,000","234,680,507.63","0","278,858,799.51","3,369,029,307.14","196,618,635.19","-861,528.64","-123,711,893.86","386,531,799.96"
600053,中江地产,"268,053,435.2","0","0","0","0","0","0","0","0","0","0","0","985,668,150.55","1,253,721,585.75","470,548,431.86","0","0","0","0","0","8,436,217.95","49,636,793","605,528,346.85","1,134,149,789.66","119,571,796.09","0","0","40,800","0","0","40,800","302,123","0","0","0","0","302,123","-261,323","0","0","585,000,000","0","0","585,000,000","680,000,000","54,736,953.78","0","5,555,000","740,291,953.78","-155,291,953.78","0","-35,981,480.69","81,067,882.94"
600054,黄山旅游,"1,672,287,268.85","0","0","0","0","0","0","0","0","0","0","0","21,070,863.47","1,693,358,132.32","612,525,007","0","0","0","0","0","193,806,629","198,139,117.62","411,722,908.68","1,416,193,662.3","277,164,470.02","0","10,000,000","434,539.1","0","6,418,124.15","16,852,663.25","540,420,274.18","0","0","0","1,238,147.12","541,658,421.3","-524,805,758.05","0","0","458,000,000","0","7,000,000","465,000,000","255,080,000","39,813,753.08","15,768,681.31","20,800,000","315,693,753.08","149,306,246.92","-2,401.12","-98,337,442.23","254,704,507.27"
600055,华润万东,"587,121,686.17","0","0","0","0","0","0","0","0","0","0","10,615,268.28","29,792,453.49","627,529,407.94","404,294,485.18","0","0","0","0","0","106,961,489.34","62,785,323.23","85,160,455.42","659,201,753.17","-31,672,345.23","856,738.07","312,661.93","20,316,097.62","0","0","21,485,497.62","7,567,061.82","5,122,600","0","0","0","12,689,661.82","8,795,835.8","0","0","156,000,000","0","0","156,000,000","127,900,000","14,556,774.43","356,000","0","142,456,774.43","13,543,225.57","-951,376.58","-10,284,660.44","203,743,930.02"
600056,中国医药,"9,188,029,323.95","0","0","0","0","0","0","0","0","0","0","91,393,420.96","61,927,405.36","9,341,350,150.27","8,675,815,117.75","0","0","0","0","0","150,401,514.64","259,791,622.98","199,910,047.97","9,285,918,303.34","55,431,846.93","18,271,818.56","6,085,185.66","67,720","0","752,418.33","25,177,142.55","14,651,391.64","5,408,952.03","0","0","40,689.56","20,101,033.23","5,076,109.32","23,890,000","23,890,000","356,310,000","0","0","380,200,000","345,405,497.79","59,305,384.71","24,075,603.59","0","404,710,882.5","-24,510,882.5","-328,846.3","35,668,227.45","1,128,000,407.79"
600057,象屿股份,"36,842,395,533.6","0","0","0","0","0","0","0","0","0","0","7,914,465.65","144,387,017.58","36,994,697,016.83","36,964,548,370.94","0","0","0","0","0","210,546,614.49","157,538,630.99","611,063,160.51","37,943,696,776.93","-948,999,760.1","8,290,985.6","214,894,016.18","36,079,404.32","0","112,427,625.02","371,692,031.12","169,713,665.07","5,262,215.69","0","0","6,100","174,981,980.76","196,710,050.36","9,800,000","9,800,000","6,334,929,611.63","0","300,000","6,345,029,611.63","5,010,238,410.83","184,351,252.87","6,539,975","500,000","5,195,089,663.7","1,149,939,947.93","-7,928,920.26","389,721,317.93","852,357,279.6"
600058,五矿发展,"156,909,826,358.06","0","0","0","0","0","0","0","0","0","0","109,290,383.65","796,556,899.46","157,815,673,641.17","157,047,228,405.49","0","0","0","0","0","998,005,906.47","1,168,593,453.4","1,507,219,009.79","160,721,046,775.15","-2,905,373,133.98","212,114,050.88","7,470,661.88","61,836,627.84","844,290,100.41","0","1,125,711,441.01","803,704,206.35","20,500,000","0","0","0","824,204,206.35","301,507,234.66","100,500,000","100,500,000","38,890,032,719.13","0","0","38,990,532,719.13","35,386,020,550.17","844,954,758.28","1,018,182.02","22,217,409.98","36,253,192,718.43","2,737,340,000.7","-6,259,007.89","127,215,093.49","2,215,533,101.65"
