股票代码,简称,销售商品提供劳务收到的现金(元),客户存款和同业存放款项净增加额(元),向中央银行借款净增加额(元),向其他金融机构拆入资金净增加额(元),收到原保险合同保费取得的现金(元),收到再保险业务现金净额(元),保户储金及投资款净增加额(元),处置交易性金融资产净增加额(元),收取利息、手续费及佣金的现金(元),拆入资金净增加额(元),回购业务资金净增加额(元),收到的税费返还(元),收到的其他与经营活动有关的现金(元),经营活动现金流入小计(元),购买商品接受劳务支付的现金(元),客户贷款及垫款净增加额(元),存放中央银行和同业款项净增加额(元),支付原保险合同赔付款项的现金(元),支付利息、手续费及佣金的现金(元),支付保单红利的现金(元),支付给职工以及为职工支付的现金(元),支付的各项税费(元),支付的其他与经营活动有关的现金(元),经营活动现金流出小计(元),经营活动现金流量净额(元),收回投资所收到的现金(元),取得投资收益所收到的现金(元),处置固定资产、无形资产和其他长期资产而收回的现金(元),收回投资所收到的现金中的出售子公司收到的现金(元),收到的其他与投资活动有关的现金(元),投资活动现金流入小计(元),购建固定资产、无形资产和其他长期资产所支付的现金(元),投资所支付的现金(元),质押贷款净增加额(元),取得子公司及其他营业单位支付的现金净额(元),支付的其他与投资活动有关的现金(元),投资活动现金流出小计(元),投资活动产生的现金流量净额(元),吸收投资所收到的现金(元),吸收投资所收到的现金中的子公司吸收少数股东权益性投资收到的现金(元),借款所收到的现金(元),发行债券所收到的现金(元),收到其他与筹资活动有关的现金(元),筹资活动现金流入小计(元),偿还债务所支付的现金(元),分配股利利润或偿付利息所支付的现金(元),分配股利利润或偿付利息所支付的现金中的支付少数股东的股利(元),支付的其他与筹资活动有关的现金(元),筹资活动现金流出小计(元),筹资活动产生的现金流量净额(元),汇率变动对现金的影响(元),现金及现金等价物净增加额(元),现金及现金等价物余额(元)
600020,中原高速,"3,077,005,256.31","0","0","0","0","0","0","0","0","0","0","0","799,333,505.33","3,876,338,761.64","424,987,808.8","0","0","0","0","0","219,472,469.41","281,923,308.87","619,332,245.91","1,545,715,832.99","2,330,622,928.65","74,580,014.6","0","2,197,397.52","0","354,344,071.19","431,121,483.31","4,115,433,617.43","242,848,000","0","0","121,313,211.53","4,479,594,828.96","-4,048,473,345.65","70,000,000","70,000,000","7,557,590,000","0","168,500,000","7,796,090,000","4,464,545,455","862,455,288.16","884,000","43,321,011.95","5,370,321,755.11","2,425,768,244.89","0","707,917,827.89","3,051,491,621.21"
600021,上海电力,"18,292,696,968.98","0","0","0","0","0","0","0","0","0","0","21,422,481.72","250,026,156.73","18,564,145,607.43","13,954,924,064.33","0","0","0","0","0","1,035,639,656.75","641,857,046.33","344,584,739.63","15,977,005,507.04","2,587,140,100.39","457,282,495.39","432,305,553.35","249,631,761.3","0","548,511,204.44","1,687,731,014.48","2,201,556,196.15","520,550,000","0","0","130,481,316.99","2,852,587,513.14","-1,164,856,498.66","539,000,000","539,000,000","13,524,275,000","0","46,800,000","14,110,075,000","14,075,757,257.7","1,094,294,557.16","197,561,486.97","69,784,727.25","15,239,836,542.11","-1,129,761,542.11","-724,535.18","291,797,524.44","2,048,549,954.36"
600022,山东钢铁,"18,929,220,810.99","0","0","0","0","0","0","0","0","0","0","176,812,336.72","101,986,495.54","19,208,019,643.25","16,421,816,264.15","0","0","0","0","0","1,644,690,052.51","349,021,857.48","244,218,258.88","18,659,746,433.02","548,273,210.23","0","0","1,200","0","0","1,200","3,522,046,990.67","0","0","0","0","3,522,046,990.67","-3,522,045,790.67","0","0","10,479,620,485","0","175,110,499.92","10,654,730,984.92","7,594,900,180","657,337,880.13","0","63,365,360.67","8,315,603,420.8","2,339,127,564.12","798,823.02","-633,846,193.3","1,527,325,503.63"
600026,中海发展,"11,164,179,183.37","0","0","0","0","0","0","0","0","0","0","0","157,243,548.33","11,321,422,731.7","6,371,271,447.6","0","0","0","0","0","1,549,428,904.93","465,688,685.67","214,066,408.67","8,600,455,446.87","2,720,967,284.83","0","1,343,371.13","352,514,364.37","0","0","353,857,735.5","8,022,536,376.22","742,601,669.26","0","0","0","8,765,138,045.48","-8,411,280,309.98","117,600,000","117,600,000","7,012,373,748.2","0","0","7,129,973,748.2","1,871,626,729.09","686,644,761.36","0","18,726,430.47","2,576,997,920.92","4,552,975,827.28","-23,075,213.57","-1,160,412,411.44","1,061,734,716.74"
600027,华电国际,"52,884,840,000","0","0","0","0","0","0","0","0","0","0","21,701,000","362,272,000","53,268,813,000","41,809,010,000","0","0","0","0","0","2,136,398,000","2,238,475,000","1,026,208,000","47,210,091,000","6,058,722,000","745,017,000","142,304,000","87,202,000","0","26,983,000","1,001,506,000","13,468,672,000","4,365,496,000","0","2,200,825,000","48,967,000","20,083,960,000","-19,082,454,000","284,360,000","284,360,000","63,952,583,000","0","1,158,816,000","65,415,160,000","47,336,765,000","4,291,809,000","76,404,000","722,523,000","52,397,570,000","13,017,590,000","0","-6,142,000","1,235,758,000"
600028,中国石化,"2,215,212,000,000","0","0","0","0","0","0","0","0","0","0","0","8,279,000,000","2,223,883,000,000","-1,758,556,000,000","0","0","0","0","0","-30,754,000,000","-231,999,000,000","-18,898,000,000","-2,052,621,000,000","171,262,000,000","1,687,000,000","0","16,145,000,000","0","660,000,000","28,099,000,000","-114,711,000,000","-11,310,000,000","0","0","0","-134,816,000,000","-106,717,000,000","410,000,000","408,000,000","663,491,000,000","21,000,000,000","0","684,901,000,000","-703,804,000,000","-23,130,000,000","-1,051,000,000","0","-741,195,000,000","-56,294,000,000","-25,000,000","8,226,000,000","17,008,000,000"
600029,南方航空,"79,259,000,000","0","0","0","0","0","0","0","0","0","0","0","628,000,000","79,887,000,000","55,910,000,000","0","0","0","0","0","8,308,000,000","2,402,000,000","409,000,000","67,029,000,000","12,858,000,000","1,611,000,000","23,000,000","383,000,000","0","84,000,000","2,101,000,000","13,511,000,000","20,000,000","0","0","80,000,000","13,611,000,000","-11,510,000,000","10,572,000,000","0","22,100,000,000","0","2,000,000","32,674,000,000","26,481,000,000","1,480,000,000","6,000,000","0","27,961,000,000","4,713,000,000","0","6,061,000,000","10,404,000,000"
600030,中信证券,"0","0","0","0","0","0","0","0","18,456,329,678.53","300,000,000","-7,146,180,199.9","0","939,322,922.4","3,959,090,387.15","0","0","0","0","2,698,888,121.6","0","5,615,614,544.67","3,418,637,018.94","5,514,471,938.64","21,718,217,109","-17,759,126,721.85","1,498,273,334.94","41,063,943.7","0","0","136,470,987.71","1,675,808,266.35","1,023,321,696.36","4,619,648,843.56","0","0","44,235,487,444.79","42,407,914,668.67","-40,732,106,402.32","2,047,154,905.77","89,519,905.77","0","0","977,546,500","3,024,701,405.77","0","3,395,463,924.82","16,480,124.81","35,781,523.38","3,431,245,448.2","-406,544,042.43","-94,434,142.3","-58,992,211,308.9","79,264,828,537.21"
600031,三一重工,"37,329,829,416","0","0","0","0","0","0","0","0","0","0","81,393,272.02","738,185,729.27","38,149,408,417.29","22,789,033,918.84","0","0","0","0","0","2,205,043,482.89","2,315,155,195.66","4,091,051,570.5","31,400,284,167.89","6,749,124,249.4","131,598,587.75","29,360,554.21","353,820,632.46","0","550,076,502.98","1,064,856,277.4","4,426,177,948.22","185,556,021","0","2,280,160,001","947,098,273.36","7,838,992,243.58","-6,774,135,966.18","119,944,989.66","0","6,874,506,184.76","0","0","6,994,451,174.42","3,451,467,765.63","1,413,063,124.92","0","1,311,099,303.8","6,175,630,194.35","818,820,980.07","-10,265,922.96","783,543,340.33","4,873,153,438.1"
600033,福建高速,"1,909,613,566.68","0","0","0","0","0","0","0","0","0","0","0","33,093,473.02","1,942,707,039.7","159,495,308.51","0","0","0","0","0","97,417,935.57","342,392,185.73","53,949,793.53","653,255,223.34","1,289,451,816.36","6,002,469.29","0","5,945,175.79","0","0","11,947,645.08","4,692,294,943.32","0","0","0","0","4,692,294,943.32","-4,680,347,298.24","0","0","6,372,600,000","0","0","6,372,600,000","2,878,897,250","423,428,105.86","0","722,100","3,303,047,455.86","3,069,552,544.14","0","-321,342,937.74","112,632,030.82"
600035,楚天高速,"1,078,415,264.67","0","0","0","0","0","0","0","0","0","0","0","6,812,669.22","1,085,227,933.89","112,535,362.3","0","0","0","0","0","76,070,711.81","142,175,152.46","10,022,421.02","340,803,647.59","744,424,286.3","0","0","25,634","0","345,493,035.46","345,518,669.46","1,868,699,977.35","0","0","0","0","1,868,699,977.35","-1,523,181,307.89","10,773,700","10,773,700","2,150,000,000","0","0","2,160,773,700","1,050,000,000","101,956,728.57","0","5,000,000","1,156,956,728.57","1,003,816,971.43","0","225,059,949.84","615,555,541.75"
600036,招商银行,"0","289,032,000,000","0","16,810,000,000","0","0","0","0","86,942,000,000","0","0","0","0","413,456,000,000","0","-244,347,000,000","-79,485,000,000","0","-24,557,000,000","0","-15,963,000,000","0","-23,938,000,000","-404,567,000,000","8,889,000,000","2,041,322,000,000","9,075,000,000","144,000,000","0","0","2,050,551,000,000","-5,465,000,000","-2,070,605,000,000","0","0","0","-2,076,070,000,000","-25,519,000,000","21,567,000,000","0","0","0","0","26,344,000,000","-5,000,000,000","-4,528,000,000","0","0","-15,043,000,000","11,301,000,000","-1,082,000,000","-6,411,000,000","177,220,000,000"
600037,歌华有线,"1,750,497,675.1","0","0","0","0","0","0","0","0","0","0","0","137,559,068.27","1,888,056,743.37","531,027,569.74","0","0","0","0","0","339,889,309.71","50,749,873.15","51,371,410.42","973,038,163.02","915,018,580.35","0","3,167,538.9","318,972.86","0","922,159,021.63","925,645,533.39","1,955,936,330.59","56,307,903","0","0","0","2,012,244,233.59","-1,086,598,700.2","0","0","0","1,563,800,000","200,000,000","1,763,800,000","0","0","0","2,685,451.07","2,685,451.07","1,761,114,548.93","0","1,589,534,429.08","3,079,975,632.01"
600038,哈飞股份,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600039,四川路桥,"3,742,143,293.64","0","0","0","0","0","0","0","0","0","0","0","270,453,702.54","4,012,596,996.18","3,126,209,850.14","0","0","0","0","0","262,882,654.14","58,435,295.59","193,539,454.89","3,641,067,254.76","371,529,741.42","55,719,459.33","2,493,987.3","1,113,779.25","0","988,320","60,315,545.88","262,642,754.7","215,271,578","0","0","0","477,914,332.7","-417,598,786.82","40,198,744.9","31,980,000","599,783,466.67","0","28,845,005.83","668,827,217.4","495,157,000","157,911,292.69","0","0","653,068,292.69","15,758,924.71","0","-30,310,120.69","525,033,741.9"
600048,保利地产,"57,104,089,957.39","0","0","0","0","0","0","0","0","0","0","0","3,442,061,232.56","60,546,151,189.95","74,348,822,489.74","0","0","0","0","0","635,821,703.55","6,703,791,689.52","1,227,611,169.4","82,916,047,052.21","-22,369,895,862.26","0","2,901,748.66","285,069.19","-12,586,611.71","0","-9,399,793.86","66,439,986.09","710,888,638.9","0","1,070,620,400.68","0","1,847,949,025.67","-1,857,348,819.53","330,631,290","330,631,290","46,315,755,333.87","0","0","46,646,386,623.87","15,244,861,451.72","3,235,189,959.48","217,806,614","33,687,963.27","18,513,739,374.47","28,132,647,249.4","-1,868,986.24","3,903,533,581.37","19,131,445,548.58"
600050,中国联通,"170,173,835,063","0","0","0","0","0","0","0","0","0","0","97,762,455","1,882,406,374","172,154,003,892","73,707,882,256","0","0","0","0","0","23,478,996,907","6,757,164,128","0","103,944,043,291","68,209,960,601","0","561,683,784","374,591,782","0","1,200,945,107","2,137,220,673","78,082,801,607","46,275,271","0","0","477,672,520","78,606,749,398","-71,348,405,718","40,551","40,551","114,981,978,200","37,881,800,000","0","165,007,964,934","141,451,449,465","5,732,243,210","0","0","147,183,692,675","17,824,272,259","0","14,685,827,142","22,517,875,336"
600051,宁波联合,"4,122,989,377.95","0","0","0","0","0","0","0","0","0","0","199,986,660.37","1,548,651,505.39","5,871,627,543.71","4,039,551,892.64","0","0","0","0","0","109,321,318.75","148,382,991.56","1,366,248,356.71","5,663,504,559.66","208,122,984.05","41,953,823.86","36,496,758.43","19,496,654.7","32,869,491.87","1,400,000","132,216,728.86","62,888,376.28","158,502,800","0","9,460,465.62","55,000,000","285,851,641.9","-153,634,913.04","7,300,411","7,300,411","1,319,341,196.16","0","20,000,000","1,346,641,607.16","1,498,374,252.4","138,907,660.13","13,260,000","30,000,000","1,667,281,912.53","-320,640,305.37","-33,528.83","-266,185,763.19","715,265,585.87"
600052,浙江广厦,"1,474,415,321.8","0","0","0","0","0","0","0","0","0","0","0","61,733,516","1,536,148,837.8","1,829,808,634.49","0","0","0","0","0","58,697,472.27","237,512,171.26","132,775,632.82","2,258,793,910.84","-722,645,073.04","2,555,214.32","14,646,964.2","20,799,372.22","115,086,698.08","3,000,000","156,088,248.82","47,148,011.3","0","0","0","0","47,148,011.3","108,940,237.52","0","0","2,328,690,000","0","223,684,000","2,552,374,000","1,300,200,000","267,788,378.55","0","346,737,167.65","1,914,725,546.2","637,648,453.8","0","23,943,618.28","510,243,693.82"
600053,中江地产,"523,649,584.53","0","0","0","0","0","0","0","0","0","0","0","30,590,309.77","554,239,894.3","343,849,849.3","0","0","0","0","0","7,530,441.95","44,166,803.19","74,368,982.91","469,916,077.35","84,323,816.95","0","0","4,215,699.51","4,973,305.08","0","9,189,004.59","2,113,395.84","0","0","0","0","2,113,395.84","7,075,608.75","0","0","0","0","0","0","245,000,000","71,507,356.98","0","0","316,507,356.98","-316,507,356.98","0","-225,107,931.28","117,049,363.63"
600054,黄山旅游,"1,471,708,988.07","0","0","0","0","0","0","0","0","0","0","0","10,359,467.65","1,482,068,455.72","567,197,661.04","0","0","0","0","0","166,958,141.28","186,502,048.43","306,286,075.9","1,226,943,926.65","255,124,529.07","0","20,088,443","451,267.1","0","3,647,946.55","24,187,656.65","180,735,629.19","0","0","0","0","180,735,629.19","-156,547,972.54","0","0","266,500,000","0","15,698,500","282,198,500","176,829,534.83","26,605,511.82","13,596,630.55","0","203,435,046.65","78,763,453.35","3,040.43","177,343,050.31","353,041,949.5"
600055,华润万东,"645,024,066.08","0","0","0","0","0","0","0","0","0","0","4,947,456.01","35,214,260.63","685,185,782.72","429,540,298.61","0","0","0","0","0","113,203,560.33","58,818,579.2","88,216,820.96","689,779,259.1","-4,593,476.38","500,000","2,277,210.54","70,100","0","646,377.38","3,493,687.92","3,528,804.88","445,000","0","0","4,200,000","8,173,804.88","-4,680,116.96","0","0","127,900,000","0","0","127,900,000","135,500,000","18,585,361.61","356,000","249,517.61","154,334,879.22","-26,434,879.22","-461,100.15","-36,169,572.71","214,028,590.46"
600056,中国医药,"6,988,378,037.41","0","0","0","0","0","0","0","0","0","0","102,439,668.67","91,715,754.02","7,182,533,460.1","7,096,240,765.72","0","0","0","0","0","111,821,010.91","218,842,030.45","126,774,266","7,553,678,073.08","-371,144,612.98","365,820,735.02","7,434,837.85","134,224.9","0","0","373,389,797.77","15,347,778.99","351,078,193.73","0","1,000,000","0","367,425,972.72","5,963,825.05","0","0","313,458,107.9","0","0","313,458,107.9","454,263,124.87","78,083,103.64","19,035,181.94","0","532,346,228.51","-218,888,120.61","182,528.01","-583,886,380.53","1,092,332,180.34"
600057,象屿股份,"0","0","0","0","0","0","0","0","0","0","0","0","3,718,519.3","3,718,519.3","0","0","0","0","0","0","24,416,951.71","5,285,974.64","445,196,245.59","474,899,171.94","-471,180,652.64","0","0","263,522,447.36","0","0","263,522,447.36","7,711.97","0","0","0","0","7,711.97","263,514,735.39","0","0","0","0","0","0","0","0","0","0","0","0","21,045.54","-207,644,871.71","136,063,517.25"
600058,五矿发展,"148,068,170,375.12","0","0","0","0","0","0","0","0","0","0","61,144,931.69","497,120,159.19","148,626,435,466","144,098,395,548.8","0","0","0","0","0","789,357,275.13","1,422,106,198.12","1,189,061,031.99","147,498,920,054.04","1,127,515,411.96","35,807,748.99","12,154,028.76","2,657,655.17","0","17,826,900","68,446,332.92","682,045,323.16","85,000,000","0","0","0","767,045,323.16","-698,598,990.24","221,200,000","221,200,000","36,310,425,436.28","0","0","36,531,625,436.28","36,169,846,763.29","608,311,419.31","8,407,801.07","13,275,684.34","36,791,433,866.94","-259,808,430.66","-1,800,022.93","167,307,968.13","2,088,318,008.16"
