股票代码,简称,营业总收入(元),营业收入(元),金融资产利息收入(元),已赚保费(元),手续费及佣金收入(元),营业总成本(元),营业成本(元),金融资产利息支出(元),手续费及佣金支出(元),退保金(元),赔付支出净额(元),提取保险合同准备金净额(元),保单红利支出(元),分保费用(元),营业税金及附加(元),销售费用(元),管理费用(元),财务费用(元),资产减值损失(元),公允价值变动收益(元),投资收益(元),对联营企业和合营企业的投资收益(元),汇兑收益(元),营业利润(元),营业外收入(元),营业外支出(元),非流动资产处置净损失(元),利润总额(元),所得税(元),净利润(元),归属于母公司所有者的净利润(元),少数股东损益(元),基本每股收益(元),稀释每股收益(元)
600010,包钢股份,"40,546,380,656.08","40,546,380,656.08","0","0","0","40,280,495,440.45","38,561,409,755.51","0","0","0","0","0","0","0","163,578,854.06","440,625,917.36","505,657,484.33","709,038,752.08","-99,815,322.89","-17,466,559.67","27,214,276.34","2,430,209.74","0","275,632,932.3","16,469,894.27","32,228,816.56","29,967,544.22","259,874,010.01","63,086,556.54","196,787,453.47","194,098,492.01","2,688,961.46","0.03","0.03"
600011,华能国际,"104,307,701,910","104,307,701,910","0","0","0","100,829,406,827","92,818,451,828","0","0","0","0","0","0","0","147,641,203","4,007,471","2,724,475,373","5,105,559,276","29,271,676","11,850,976","632,062,946","572,049,715","0","4,122,209,005","564,992,494","93,777,590","50,498,367","4,593,423,909","913,095,748","3,680,328,161","3,544,304,422","136,023,739","0.29","0.29"
600012,皖通高速,"2,109,565,320.05","2,109,565,320.05","0","0","0","986,777,068.92","619,916,718.45","0","0","0","0","0","0","0","71,774,073.45","0","161,409,469.32","133,676,807.7","0","0","10,400,424.36","4,694,678.43","0","1,133,188,675.49","28,044,582.1","34,465,442.46","27,351,200.56","1,126,767,815.13","265,069,320.94","861,698,494.19","782,917,338.44","78,781,155.75","0.472","0.472"
600015,华夏银行,"45,159,980,211.58","24,478,894,627.14","43,368,300,405.22","0","1,791,679,806.36","22,264,924,542.71","16,451,051,164.15","20,608,294,909.27","346,807,856.85","0","0","0","0","0","1,601,863,889.18","0","0","0","4,212,009,489.38","22,788,088.5","-19,197,608.49","0","154,813,931.43","8,027,843,462.99","59,296,037.14","79,185,531.63","0","8,007,953,968.5","2,018,371,478.77","5,989,582,489.73","5,989,582,489.73","0","1.2002","1.2002"
600016,民生银行,"79,529,000,000","54,768,000,000","70,776,000,000","0","8,753,000,000","41,088,000,000","31,757,000,000","24,903,000,000","464,000,000","0","0","0","0","0","3,827,000,000","0","0","0","5,504,000,000","-4,000,000","-56,000,000","0","569,000,000","23,011,000,000","134,000,000","169,000,000","0","22,976,000,000","5,288,000,000","17,688,000,000","17,581,000,000","107,000,000","0.66","0.66"
600017,日照港,"3,156,279,435.46","3,156,279,435.46","0","0","0","2,621,269,128.14","2,254,229,876.54","0","0","0","0","0","0","0","107,703,868.47","0","93,136,119.08","165,820,789.23","378,474.82","0","35,349,301.6","35,349,301.6","0","570,359,608.92","763,730","163,120.18","0","570,960,218.74","115,417,871.97","455,542,346.77","426,676,471.52","28,865,875.25","0.19","0.19"
600018,上港集团,"19,105,452,614.83","19,105,452,614.83","0","0","0","12,723,029,325.79","10,074,312,743.31","0","0","0","0","0","0","0","336,508,796.27","0","1,803,851,929.28","433,812,368.04","74,543,488.89","0","248,241,288.47","172,966,153.01","0","6,630,664,577.51","1,284,555,711.17","12,914,051.03","8,529,363.61","7,902,306,237.65","1,289,693,331.15","6,612,612,906.5","5,417,122,231.58","1,195,490,674.92","0.2581","0.2581"
600019,宝钢股份,"202,413,451,160.48","202,149,152,364.77","260,099,385.43","0","4,199,410.28","186,586,431,218.13","177,816,743,212.39","161,154,184.87","228,023.9","0","0","0","0","0","525,055,202.74","1,784,620,103.36","5,304,370,387.55","806,574,502.66","187,685,600.66","12,063,575.63","826,681,541.14","444,906,040.66","0","16,665,765,059.12","589,839,984.17","179,372,012.82","133,386,264.64","17,076,233,030.47","3,715,345,425.92","13,360,887,604.55","12,889,083,319.12","471,804,285.43","0.74","0.74"
600020,中原高速,"2,369,289,445.3","2,369,289,445.3","0","0","0","1,749,581,800.17","825,559,107.39","0","0","0","0","0","0","0","84,398,738.69","16,748,616.46","111,993,448.73","657,090,382.94","53,791,505.96","0","58,003,195.18","41,556,182.78","0","677,710,840.31","47,868,884.28","2,996,563.13","1,033,859.98","722,583,161.46","194,512,981.77","528,070,179.69","526,518,379.07","1,551,800.62","0.246","0.246"
600021,上海电力,"15,791,358,619.68","15,791,358,619.68","0","0","0","15,773,273,494.84","14,309,100,463.03","0","0","0","0","0","0","0","45,877,365.98","131,500","499,426,554.37","835,503,968.05","83,233,643.41","473,178.93","432,993,531.17","304,807,757.19","0","451,551,834.94","141,075,199.59","77,340,933.88","19,530,303.83","515,286,100.65","86,320,869.67","428,965,230.98","192,805,661.04","236,159,569.94","0.0901","0.0901"
600022,山东钢铁,"30,740,661,909.32","30,740,661,909.32","0","0","0","30,616,955,802.45","29,394,967,412.98","0","0","0","0","0","0","0","24,782,556.51","290,626,591.5","403,691,942.84","491,538,242.12","11,349,056.5","0","0","0","0","123,706,106.87","6,815,784.11","3,136,847","1,009,048.72","127,385,043.98","41,385,069.2","85,999,974.78","84,353,520.47","1,646,454.31","0.027","0.027"
600026,中海发展,"11,409,419,741.52","11,409,419,741.52","0","0","0","9,661,826,192.76","8,936,262,477.04","0","0","0","0","0","0","0","117,288,314.26","42,886,777.8","314,798,623.84","249,628,217.36","961,782.46","0","217,939,491.11","216,596,119.98","0","1,965,533,039.87","219,795,715.83","13,920,792.97","1,091,375.49","2,171,407,962.73","449,444,945.56","1,721,963,017.17","1,716,522,494.71","5,440,522.46","0.5042","0.5042"
600027,华电国际,"45,448,778,000","45,448,778,000","0","0","0","46,906,222,000","42,121,006,000","0","0","0","0","0","0","0","186,436,000","0","1,324,430,000","3,288,889,000","-14,539,000","0","846,211,000","328,230,000","0","-611,233,000","853,390,000","9,428,000","2,549,000","232,729,000","126,517,000","106,212,000","207,844,000","-101,632,000","0.031","0.031"
600028,中国石化,"1,913,182,000,000","1,913,182,000,000","0","0","0","1,817,322,000,000","1,537,131,000,000","0","0","0","0","0","0","0","157,189,000,000","31,981,000,000","57,774,000,000","6,847,000,000","15,445,000,000","179,000,000","5,671,000,000","0","0","101,352,000,000","2,108,000,000","1,282,000,000","213,000,000","102,178,000,000","25,335,000,000","76,843,000,000","70,713,000,000","6,130,000,000","0.816","0.808"
600029,南方航空,"77,788,000,000","77,788,000,000","0","0","0","72,164,000,000","62,567,000,000","0","0","0","0","0","0","0","1,957,000,000","5,694,000,000","2,182,000,000","-456,000,000","220,000,000","31,000,000","1,214,000,000","167,000,000","0","6,869,000,000","1,300,000,000","71,000,000","17,000,000","8,098,000,000","1,673,000,000","6,425,000,000","5,805,000,000","620,000,000","0.7","0.7"
600030,中信证券,"18,586,419,156.12","27,794,902,050.93","1,988,081,498.11","0","16,598,337,658.01","12,504,906,548.86","11,525,721,636.77","684,839,594.57","1,739,910,530.88","0","0","0","0","0","961,660,148.57","0","0","0","17,524,763.52","565,099,652.44","10,959,790,650.74","24,287,544.48","7,167,600.78","16,269,180,414.16","85,506,126.22","34,745,811.58","0","16,319,940,728.8","4,183,889,585.22","12,136,051,143.58","11,311,343,211.09","824,707,932.49","1.14","1.14"
600031,三一重工,"33,954,939,086.19","33,954,939,086.19","0","0","0","27,150,687,777.9","21,441,837,544.23","0","0","0","0","0","0","0","131,236,358.24","3,204,830,452.07","1,921,501,525.37","298,327,253.42","152,954,644.57","50,346,645.31","42,286,007.15","16,424,476.58","0","6,896,883,960.75","150,816,746.98","109,455,071.54","15,964,759","6,938,245,636.19","774,218,140.06","6,164,027,496.13","5,615,461,622.88","548,565,873.25","1.11","1.11"
600033,福建高速,"1,935,472,005.73","1,935,472,005.73","0","0","0","827,793,805.86","527,869,617.98","0","0","0","0","0","0","0","64,463,978.5","0","58,195,639.09","115,162,367.82","62,102,202.47","0","-69,663,442.08","-69,663,442.08","0","1,038,014,757.79","4,513,151.63","56,096,197.77","55,883,196.05","986,431,711.65","270,739,989.1","715,691,722.55","528,859,103.17","186,832,619.38","0.1927","0.1927"
600035,楚天高速,"966,789,372.24","966,789,372.24","0","0","0","437,273,548.59","350,998,277.93","0","0","0","0","0","0","0","33,955,124.44","0","26,206,703.04","25,301,707.64","811,735.54","0","0","0","0","529,515,823.65","2,786,631.17","147,909.8","140,309.84","532,154,545.02","132,184,705.24","399,969,839.78","399,851,034.57","118,805.21","0.43","0.43"
600036,招商银行,"96,922,000,000","71,377,000,000","84,513,000,000","0","12,409,000,000","9,654,000,000","-9,654,000,000","27,437,000,000","-1,079,000,000","0","0","0","0","0","4,153,000,000","0","0","0","5,501,000,000","-55,000,000","1,317,000,000","64,000,000","1,356,000,000","32,964,000,000","470,000,000","-91,000,000","0","33,343,000,000","7,574,000,000","25,769,000,000","25,769,000,000","0","1.23","1.23"
600037,歌华有线,"1,894,346,107.65","1,894,346,107.65","0","0","0","1,785,956,238.17","1,599,699,476.26","0","0","0","0","0","0","0","45,151,148.62","78,355,305.75","89,686,347.08","-26,978,716.83","42,677.29","0","3,576,622.44","409,083.54","0","111,966,491.92","236,387,375.74","894,784.61","752,584.61","347,459,083.05","1,416,779.53","346,042,303.52","345,927,006.32","115,297.2","0.3262","0.3235"
600038,哈飞股份,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600039,四川路桥,"4,580,923,194.9","4,580,923,194.9","0","0","0","4,520,392,205.34","4,111,590,800.06","0","0","0","0","0","0","0","142,655,875.37","0","106,026,508.74","120,336,675.87","39,782,345.3","-593,704.92","70,262,205.45","64,549,627.98","0","130,199,490.09","1,840,404.11","2,973,631.54","2,309,920.66","129,066,262.66","-18,908,358.92","147,974,621.58","99,471,109.56","48,503,512.02","0.3272","0.3272"
600048,保利地产,"35,894,117,625.86","35,894,117,625.86","0","0","0","28,511,658,213.57","23,645,483,609.23","0","0","0","0","0","0","0","3,584,210,849.87","802,836,864.37","572,539,028.61","-102,416,311.9","9,004,173.39","0","42,002,079.37","-15,010,072.97","0","7,424,461,491.66","30,206,790.23","50,093,632.03","97,587.74","7,404,574,649.86","1,899,296,529.47","5,505,278,120.39","4,919,983,998.37","585,294,122.02","1.08","1.08"
600050,中国联通,"176,168,361,570","176,168,361,570","0","0","0","172,739,359,100","123,734,874,682","0","0","0","0","0","0","0","4,870,685,998","23,732,607,298","16,112,717,598","1,624,542,243","2,663,931,281","0","484,626,759","0","0","3,913,629,229","1,060,149,128","327,274,954","0","4,646,503,403","975,227,096","3,671,276,307","1,227,610,009","2,443,666,298","0.058","0.058"
600051,宁波联合,"3,506,207,500.86","3,506,207,500.86","0","0","0","3,396,505,733.13","3,089,439,228.11","0","0","0","0","0","0","0","70,436,350.34","82,651,419.58","126,165,604.51","40,677,094.72","-12,863,964.13","3,987,792.47","66,609,263.58","26,996,757.08","0","180,298,823.78","23,556,998.05","9,928,176.96","4,865,671.99","193,927,644.87","40,033,766.16","153,893,878.71","170,390,346.42","-16,496,467.71","0.56","0.56"
600052,浙江广厦,"2,237,042,274.23","2,237,042,274.23","0","0","0","2,004,842,819.02","1,547,647,371.74","0","0","0","0","0","0","0","155,170,613.37","69,174,711.97","105,831,608.74","115,088,921.64","11,929,591.56","-26,637.34","24,800,679.25","15,936,613.19","0","256,973,497.12","7,886,182.63","25,024,344.74","13,286,201.89","239,835,335.01","111,128,175.31","128,707,159.7","127,730,211.63","976,948.07","0.15","0.15"
600053,中江地产,"265,987,278.02","265,987,278.02","0","0","0","266,241,897.8","215,925,686.93","0","0","0","0","0","0","0","20,445,422.9","9,970,722.99","10,048,632.96","-173,308.06","10,024,740.08","0","2,916,126.92","6,733.21","0","2,661,507.14","14,563,876.44","10,114,490.46","0","7,110,893.12","630,881.61","6,480,011.51","6,486,572.28","-6,560.77","0.02","0.02"
600054,黄山旅游,"1,444,986,557.59","1,444,986,557.59","0","0","0","1,137,188,023.61","857,150,457.18","0","0","0","0","0","0","0","59,097,679.68","11,928,414.8","189,521,581.68","14,486,940.22","5,002,950.05","0","20,124,921.43","124,921.43","0","327,923,455.41","2,672,614.31","13,891,612.16","13,515,369.52","316,704,457.56","71,918,457.25","244,786,000.31","230,993,203.69","13,792,796.62","0.49","0.49"
600055,华润万东,"602,754,359.09","602,754,359.09","0","0","0","565,077,978.67","380,961,080.52","0","0","0","0","0","0","0","5,624,364.96","88,887,868.86","77,505,427.36","4,285,149.96","7,814,087.01","0","736,622.41","736,622.41","0","38,413,002.83","8,391,945.17","1,372,000.19","144,032.33","45,432,947.81","2,778,127.64","42,654,820.17","41,945,186.81","709,633.36","0.194","0.194"
600056,中国医药,"6,259,530,625.7","6,259,530,625.7","0","0","0","6,006,974,745.78","5,649,469,681.21","0","0","0","0","0","0","0","6,657,477.54","210,126,445.62","108,496,174.89","13,624,642.51","18,600,324.01","0","64,281,500.58","10,167.86","0","316,837,380.5","6,191,005.21","218,929.34","208,526.53","322,809,456.37","72,380,620.53","250,428,835.84","194,938,103.01","55,490,732.83","0.6269","0.6269"
600057,象屿股份,"0","0","0","0","0","13,470,895.37","0","0","0","0","0","0","0","0","0","0","15,347,524.61","-1,876,629.24","0","0","0","0","0","-13,470,895.37","43,905,530.57","253,841.7","0","30,180,793.5","0","30,180,793.5","30,180,793.5","0","0.07","0.07"
600058,五矿发展,"131,465,910,645.75","131,465,910,645.75","0","0","0","131,141,039,825.87","128,084,590,321.57","0","0","0","0","0","0","0","387,725,552.42","733,070,833.2","1,245,280,684.62","-18,935,402.61","709,307,836.67","3,134,377.5","9,068,477.59","763,657.55","0","337,073,674.97","88,486,718.68","86,812,127.78","20,427,364.6","338,748,265.87","185,184,714.92","153,563,550.95","384,795,627.99","-231,232,077.04","0.359","0.359"
600059,古越龙山,"1,079,233,270.24","1,079,233,270.24","0","0","0","953,833,127.39","684,850,916.68","0","0","0","0","0","0","0","44,441,749.63","145,889,699.47","64,305,766.06","15,106,774.31","-761,778.76","0","5,215,665.81","4,415,665.81","0","130,615,808.66","70,799,936.78","42,701,284.84","40,316,115.76","158,714,460.6","32,266,687.88","126,447,772.72","124,312,298.2","2,135,474.52","0.202","0.202"
600060,海信电器,"21,263,700,581.01","21,263,700,581.01","0","0","0","20,376,513,785.55","17,576,155,578.22","0","0","0","0","0","0","0","65,641,834.35","2,260,127,769.59","369,691,035.42","51,772,483.87","53,125,084.1","0","18,341,212.74","13,641,446.28","0","905,528,008.2","80,057,621.24","6,183,934.18","4,801,185.83","979,401,695.26","140,015,153.88","839,386,541.38","834,905,362.38","4,481,179","0.963","0.96"
600061,中纺投资,"1,845,308,391.3","1,845,308,391.3","0","0","0","1,822,630,583.9","1,709,034,521.77","0","0","0","0","0","0","0","2,840,537.28","28,353,009.39","71,143,073.32","4,011,350.02","7,248,092.12","-7,920","3,194,302.81","466,664.78","0","25,864,190.21","2,801,898.42","2,081,095.32","1,344,400.65","26,584,993.31","5,306,903.11","21,278,090.2","21,114,179.65","163,910.55","0.049","0.049"
600062,华润双鹤,"5,366,795,811.52","5,366,795,811.52","0","0","0","4,782,287,640.59","3,424,935,820.04","0","0","0","0","0","0","0","39,401,764.65","974,004,145.9","321,895,198.52","-1,994,588.02","24,045,299.5","0","8,180,061.03","1,939,424.19","0","592,688,231.96","40,843,915.04","16,630,118.17","7,185,419.17","616,902,028.83","83,906,583.8","532,995,445.03","520,094,650.84","12,900,794.19","0.9097","0.9097"
600063,皖维高新,"2,394,347,182.46","2,394,347,182.46","0","0","0","2,333,086,364.33","2,024,561,498.13","0","0","0","0","0","0","0","4,794,490.7","49,392,012.24","156,656,389.26","97,249,706.01","432,267.99","0","33,315,926.89","0","0","94,576,745.02","18,344,876.51","13,038,687.94","3,756,413.2","99,882,933.59","10,972,139.63","88,910,793.96","79,802,382.73","9,108,411.23","0.22","0.22"
600064,南京高科,"2,681,485,215.67","2,681,485,215.67","0","0","0","2,475,990,009.49","1,905,827,301.71","0","0","0","0","0","0","0","170,516,774.46","118,350,201.45","107,558,436.68","175,064,972.81","-1,327,677.62","-18,850,277.28","216,974,304.22","116,306,712.14","0","403,619,233.12","1,665,064.69","7,179,944.46","5,277,462.04","398,104,353.35","61,346,942.75","336,757,410.6","314,129,244.7","22,628,165.9","0.609","0.609"
600065,*ST联谊,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600066,宇通客车,"13,478,500,120.48","13,478,500,120.48","0","0","0","12,486,003,495.43","11,142,433,611.04","0","0","0","0","0","0","0","42,289,142.39","720,775,641.64","523,426,742.54","16,698,918.77","40,379,439.05","-5,116,889.53","17,182,324.8","0","0","1,004,562,060.32","25,867,197.06","56,640,777.69","1,895,912.1","973,788,479.69","116,672,094.24","857,116,385.45","859,664,423.93","-2,548,038.48","1.65","1.65"
600067,冠城大通,"8,422,875,327.33","8,422,875,327.33","0","0","0","7,643,729,925.12","6,978,238,550.75","0","0","0","0","0","0","0","362,157,006.4","78,777,807.76","97,011,370.02","66,969,587.56","60,575,602.63","-8,619.72","-46,436.81","0","0","779,090,345.68","6,826,790","4,135,584.98","754,915.31","781,781,550.7","209,110,659.25","572,670,891.45","518,522,679","54,148,212.45","0.7","0.7"
600068,葛洲坝,"36,583,897,580.31","36,583,897,580.31","0","0","0","34,837,586,344.26","31,402,728,045.58","0","0","0","0","0","0","0","865,077,609.53","326,685,494.43","1,411,689,120.61","836,666,952.38","-5,260,878.27","25,867,117.11","143,207,437.07","116,026.65","0","1,915,385,790.23","194,454,105.99","81,523,458.81","16,659,971.25","2,028,316,437.41","446,550,912.32","1,581,765,525.09","1,376,736,142.9","205,029,382.19","0.396","0.396"
600069,银鸽投资,"3,293,308,867","3,293,308,867","0","0","0","3,285,828,345.26","2,907,483,024.27","0","0","0","0","0","0","0","19,801,252","81,195,342.91","163,209,980.06","105,098,332.67","9,040,413.35","0","646,531.56","633,233.56","0","8,127,053.3","54,680,455.7","3,378,501.07","311,168.53","59,429,007.93","30,325,223.21","29,103,784.72","33,946,733.57","-4,842,948.85","0.04","0.04"
600070,浙江富润,"1,064,963,412.66","1,064,963,412.66","0","0","0","1,026,635,976.9","924,772,503.64","0","0","0","0","0","0","0","1,901,575.68","10,777,528.35","58,183,201.39","21,443,714.78","9,557,453.06","313,016.77","44,100,065.89","258,163.8","0","82,740,518.42","31,187,833.04","5,521,512.67","4,116,674.37","108,406,838.79","21,446,087.39","86,960,751.4","63,650,629.28","23,310,122.12","0.45","0.45"
600071,凤凰光学,"1,464,014,414.81","1,464,014,414.81","0","0","0","1,373,388,378.39","1,265,143,302.34","0","0","0","0","0","0","0","1,366,481.72","18,424,982.19","82,954,240.72","3,595,897.23","1,903,474.19","0","2,967,567.41","0","0","93,593,603.83","5,461,574.74","817,722.64","419,779.59","98,237,455.93","17,572,007.77","80,665,448.16","54,861,554.72","25,803,893.44","0.231","0.231"
600072,中船股份,"1,374,760,438.53","1,374,760,438.53","0","0","0","1,321,712,362.98","1,223,279,540.48","0","0","0","0","0","0","0","12,186,929.55","4,126,854.93","82,017,754.88","5,538,373.04","-5,437,089.9","0","9,009,553.83","8,588,713.98","0","62,057,629.38","1,642,528.36","2,294,075.39","69,107.68","61,406,082.35","12,511,690.86","48,894,391.49","44,273,122.27","4,621,269.22","0.111","0.111"
600073,上海梅林,"2,203,874,444.67","2,203,874,444.67","0","0","0","2,260,100,918.68","2,049,443,996.96","0","0","0","0","0","0","0","3,089,131.57","62,784,019.45","78,762,392.45","60,040,274.62","5,981,103.63","0","33,938,416.8","15,879,804.44","0","-22,288,057.21","19,826,233.72","723,185.45","0","-3,185,008.94","5,991,207.21","-9,176,216.15","2,686,862.75","-11,863,078.9","0.01","0.01"
600074,*ST中达,"2,060,847,876.68","2,060,847,876.68","0","0","0","2,337,356,394.19","1,794,382,741.53","0","0","0","0","0","0","0","3,469,308","46,332,594.83","129,449,781.6","115,050,108.66","248,671,859.57","0","-9,018,553.03","-9,398,677.25","0","-285,527,070.54","8,300,317.38","1,062,389.59","211,405.69","-278,289,142.75","25,898,058.65","-304,187,201.4","-256,667,318.49","-47,519,882.91","-0.388","-0.388"
600075,新疆天业,"3,437,396,609.14","3,437,396,609.14","0","0","0","3,307,268,346.08","2,824,333,067.53","0","0","0","0","0","0","0","27,941,754.98","221,316,996.29","113,023,266.64","85,656,980.79","34,996,279.85","-3,726,550","12,326,094.4","0","0","138,727,807.46","16,602,804.17","2,743,078.53","0","152,587,533.1","31,370,528.13","121,217,004.97","111,436,506.23","9,780,498.74","0.2541","0.2541"
600076,青鸟华光,"9,738,835.29","9,738,835.29","0","0","0","35,418,771.46","3,938,831.04","0","0","0","0","0","0","0","215,380.4","717,179.47","26,605,202.25","1,086,200.82","2,855,977.48","0","211,350.45","211,350.45","0","-25,468,585.72","15,405,885.29","13,461,462.08","0","-23,524,162.51","112,547.5","-23,636,710.01","-21,385,151.7","-2,251,558.31","-0.06","-0.06"
600077,宋都股份,"373,740,546.34","373,740,546.34","0","0","0","352,462,162.64","333,007,990.66","0","0","0","0","0","0","0","776,545.44","1,115,284.05","11,848,348.03","422,021.42","5,291,973.04","0","0","0","0","21,278,383.7","0","249,923.26","0","21,028,460.44","9,956,624.12","11,071,836.32","11,071,836.32","0","0.07","0.07"
600078,澄星股份,"2,499,993,775.35","2,499,993,775.35","0","0","0","2,425,028,767.75","2,089,325,974.35","0","0","0","0","0","0","0","16,390,843.62","126,082,927.81","66,152,444.43","123,539,906.65","3,536,670.89","0","-11,412,414.68","0","0","63,552,592.92","10,048,314.26","1,034,258.54","0","72,566,648.64","197,343.73","72,369,304.91","48,422,566.75","23,946,738.16","0.074","0.083"
600079,人福医药,"2,204,798,799.14","2,204,798,799.14","0","0","0","1,874,721,925.53","1,179,519,332.9","0","0","0","0","0","0","0","33,413,769.72","416,744,746.18","197,792,501.33","41,418,340.17","5,833,235.23","0","23,221,360.02","1,120,840.43","0","353,298,233.63","22,004,221.17","7,345,262.01","1,801,277.32","367,957,192.79","63,871,957.84","304,085,234.95","216,466,205.72","87,619,029.23","0.46","0.46"
600080,金花股份,"327,428,993.63","327,428,993.63","0","0","0","372,565,927.54","224,739,907.56","0","0","0","0","0","0","0","4,099,550.25","21,067,523.7","63,079,381.76","58,681,869.08","897,695.19","0","268,464","0","0","-44,868,469.91","106,218,089.26","28,146,484.57","23,214,237.07","33,203,134.78","-197,308.27","33,400,443.05","33,563,388.35","-162,945.3","0.1099","0.1099"
600081,东风科技,"2,306,667,738.11","2,306,667,738.11","0","0","0","2,146,607,852.97","1,863,918,135.91","0","0","0","0","0","0","0","7,679,972.93","79,443,455.89","156,135,521.82","17,770,124.05","21,660,642.37","21,300","88,240,037.09","87,130,580.62","0","248,321,222.23","1,329,822.97","5,746,977.98","5,330,607.48","243,904,067.22","25,298,659.82","218,605,407.4","163,851,035.99","54,754,371.41","0.5226","0.5226"
600082,海泰发展,"842,685,627.53","842,685,627.53","0","0","0","778,943,445.09","721,106,918.8","0","0","0","0","0","0","0","20,428,423.82","8,666,948.38","25,579,850.92","5,897,433.84","-2,736,130.67","-1,030,238.33","22,133,055.58","0","0","84,844,999.69","6,563,900.01","36,000","0","91,372,899.7","24,678,252.04","66,694,647.66","66,710,484.28","-15,836.62","0.1","0.1"
600083,博信股份,"4,808,275.84","4,808,275.84","0","0","0","10,595,657.51","4,683,976.08","0","0","0","0","0","0","0","2,952.39","0","5,573,354.39","279,737.03","55,637.62","0","532,242.97","532,242.97","0","-5,255,138.7","750,000","0","0","-4,505,138.7","0","-4,505,138.7","-4,505,138.7","0","-0.02","-0.02"
