股票代码,简称,货币资金(元),结算备付金(元),拆出资金(元),交易性金融资产(元),应收票据(元),应收帐款(元),预付帐款(元),应收保费(元),应收分保账款(元),应收分保合同准备金(元),应收利息(元),应收股利(元),其他应收款(元),买入返售金融资产(元),存货(元),一年内到期的非流动资产(元),其他流动资产(元),流动资产合计(元),发放贷款和垫款(元),可供出售金融资产(元),持有至到期投资(元),长期应收款(元),长期股权投资(元),投资性房地产(元),固定资产净额(元),在建工程(元),工程物资(元),固定资产清理(元),生产性生物资产(元),油气资产(元),无形资产(元),开发支出(元),商誉(元),长期待摊费用(元),递延税款借项合计(元),其他长期资产(元),非流动资产合计(元),资产总计(元),短期借款(元),向中央银行借款(元),吸收存款及同业存放(元),拆入资金(元),交易性金融负债(元),应付票据(元),应付帐款(元),预收帐款(元),卖出回购金融资产款(元),应付手续费及佣金(元),应付职工薪酬(元),应交税金(元),应付利息(元),应付股利(元),其他应付款(元),应付分保账款(元),保险合同准备金(元),代理买卖证券款(元),代理承销证券款(元),一年内到期的长期负债(元),其他流动负债(元),流动负债合计(元),长期借款(元),应付债券(元),长期应付款(元),专项应付款(元),预计负债(元),递延税款贷项合计(元),其他长期负债(元),长期负债合计(元),负债合计(元),股本(元),资本公积(元),库存股(元),盈余公积(元),一般风险准备(元),未分配利润(元),外币报表折算差额(元),归属于母公司所有者权益合计(元),少数股东权益(元),股东权益合计(元),负债和股东权益合计(元)
600010,包钢股份,"5,216,051,927.32","0","0","26,533,099.76","5,825,644,292.31","1,071,101,317.24","809,972,813.04","0","0","0","0","0","293,984,409.73","0","15,233,751,674.87","0","32,174,768.26","28,509,214,302.53","0","0","0","0","303,916,560.59","0","15,161,753,804.86","19,138,861,472.63","0","0","0","0","70,163,389.35","0","0","0","575,461,929.6","0","35,250,157,157.03","63,759,371,459.56","8,758,372,949.6","0","0","0","0","5,644,520,000","14,302,887,535.26","5,483,185,842.89","0","0","336,065,155.39","-754,207,590.09","314,688,133.31","267,940.08","731,243,184.62","0","0","0","0","2,025,885,557.04","0","36,842,908,708.1","7,005,185,454.82","5,000,000,000","1,705,724,742.09","0","0","6,199,386.32","53,185,845.26","13,770,295,428.49","50,613,204,136.59","6,423,643,659","3,790,600,601.34","0","874,646,179.09","0","1,855,037,241.87","0","12,956,257,045.72","189,910,277.25","13,146,167,322.97","63,759,371,459.56"
600011,华能国际,"10,624,497,102","0","0","93,752,702","357,590,079","14,942,374,163","1,010,888,490","0","0","0","65,091","50,000,000","939,847,285","0","7,022,383,552","13,745,547","34,660,801","35,145,072,320","0","1,769,435,483","0","823,941,391","15,653,315,853","0","159,363,081,059","17,947,373,499","708,873,610","93,244,553","0","0","10,362,011,127","0","13,839,912,763","158,095,755","672,840,346","310,948,389","221,716,797,110","256,861,869,430","27,442,076,377","0","0","0","0","54,873,754","7,299,386,659","161,329,494","0","0","217,967,163","-207,186,370","897,839,365","70,839,311","10,246,265,538","0","0","0","0","9,056,702,905","35,796,676,376","91,282,674,379","72,564,823,743","22,884,687,599","255,888,981","50,865,476","0","1,776,202,614","2,291,481,512","100,660,954,713","191,943,629,092","14,055,383,440","17,034,532,233","0","7,131,699,685","0","17,357,616,177","-35,937,076","55,580,790,014","9,337,450,324","64,918,240,338","256,861,869,430"
600012,皖通高速,"762,837,619.25","0","0","0","0","0","0","0","0","0","0","0","246,605,100.47","0","3,554,492.57","0","0","1,012,997,212.29","0","0","0","0","556,316,268.05","326,104,432.12","629,191,853.83","46,151,543.6","0","0","0","0","8,726,379,300.38","0","0","0","37,020,838.89","0","10,321,164,236.87","11,334,161,449.16","65,300,000","0","0","0","0","0","562,206,941.16","2,850,000","0","0","27,666,772.89","85,052,044.86","1,016,350.72","0","95,293,560.71","0","0","0","0","65,128,185.42","6,826,640.65","911,340,496.41","476,000,000","1,987,775,581.6","491,966,134.04","0","0","105,221,889.81","41,626,458.41","3,102,590,063.86","4,013,930,560.27","1,658,610,000","280,523,374.06","0","893,254,381.85","0","3,667,141,296.63","0","6,543,343,874.35","776,887,014.54","7,320,230,888.89","11,334,161,449.16"
600015,华夏银行,"0","0","31,434,404,076.99","9,757,026,326.63","0","0","0","0","0","0","6,228,468,947.73","0","1,556,076,469.81","239,108,850,716.99","0","0","0","0","699,861,279,356.71","59,165,524,662.04","113,456,137,859.86","0","81,768,394.02","16,737,857.14","7,659,163,756.69","120,903,366.22","0","0","0","0","92,092,457.35","0","0","0","3,322,410,438.09","0","0","1,488,860,063,615.67","0","30,000,000","0","71,814,622,567.02","0","0","0","0","47,422,356,302.31","0","4,181,414,236.64","3,602,169,133.89","9,184,845,834.19","0","986,199,237.76","0","0","0","0","0","0","0","0","8,400,000,000","0","0","3,839,439.37","43,178,368.41","0","0","1,414,137,439,404.89","6,849,725,776","32,308,973,787.81","0","4,584,931,139.48","12,948,940,285.61","18,001,637,117.34","0","74,694,208,106.24","28,416,104.54","74,722,624,210.78","1,488,860,063,615.67"
600016,民生银行,"0","0","80,082,000,000","26,318,000,000","0","0","0","0","0","0","9,638,000,000","0","0","732,662,000,000","0","0","0","0","1,351,512,000,000","117,150,000,000","83,653,000,000","0","125,000,000","0","12,161,000,000","0","0","0","0","0","4,961,000,000","0","0","0","8,817,000,000","0","0","3,212,001,000,000","0","331,000,000","0","41,411,000,000","0","0","0","0","133,335,000,000","0","7,711,000,000","6,309,000,000","22,639,000,000","54,000,000","0","0","0","0","0","0","0","0","0","74,969,000,000","0","0","3,173,000,000","0","0","0","3,043,457,000,000","28,366,000,000","45,287,000,000","0","12,330,000,000","39,480,000,000","37,615,000,000","-1,000,000","163,077,000,000","5,467,000,000","168,544,000,000","3,212,001,000,000"
600017,日照港,"868,515,579.65","0","0","0","734,102,222.54","441,853,512.94","43,401,225.09","0","0","0","0","0","344,422,017.78","0","132,676,374.49","0","0","2,564,970,932.49","0","0","0","0","766,290,870.39","0","8,082,441,056.68","1,268,870,987.94","0","0","0","0","974,522,257.06","0","32,937,365.05","0","31,338,468.67","95,100,000","11,251,501,005.79","13,816,471,938.28","1,000,000,000","0","0","0","0","0","103,442,664.55","144,662,757.27","0","0","82,267,119.28","36,410,232.99","26,693,333.3","800,000","252,443,955.04","0","0","0","0","1,464,061,653.05","0","3,110,781,715.48","1,181,193,532.09","494,146,472.14","0","0","0","0","0","1,675,340,004.23","4,786,121,719.71","3,075,653,888","2,955,824,159.04","0","347,745,637.22","0","2,247,542,058.79","0","8,652,400,816.91","377,949,401.66","9,030,350,218.57","13,816,471,938.28"
600018,上港集团,"8,977,047,762.49","0","0","0","340,753,716.9","2,167,591,619.53","164,034,605.69","0","0","0","3,227,270.56","5,398,215.82","1,500,263,570.79","0","2,970,518,232.15","15,000,000","2,760,750,000","18,904,584,993.93","0","1,599,215,707.75","1,503,300,000","0","6,983,929,386.4","546,490,422.25","36,452,144,146.66","1,713,145,739.49","0","168,339.02","0","0","13,281,831,704.67","0","0","5,436,808,490.47","632,373,329.47","49,000,000","68,198,407,266.18","87,102,992,260.11","430,800,000","0","0","0","0","1,500,000","1,446,733,074.22","458,989,308.63","0","0","518,162,976.98","1,109,127,408.11","453,504,669.3","700,636,674","5,647,413,865.01","0","0","0","0","397,795,401.56","0","16,164,663,377.81","7,294,505,668","8,000,000,000","1,679,172,787.31","31,728,777.54","0","339,432,975.12","4,718,018.83","17,349,558,226.8","33,514,221,604.61","22,755,179,650","7,663,174,811.99","0","2,900,193,738.96","0","14,367,235,685.27","-5,020,946.27","47,735,873,947.7","5,852,896,707.8","53,588,770,655.5","87,102,992,260.11"
600019,宝钢股份,"8,840,469,097.21","0","0","89,577,809.31","12,411,303,185.31","8,542,193,127.62","3,716,337,443.68","0","0","0","948,484,949.13","33,639,886.82","1,127,915,016.72","0","28,790,882,932.79","4,880,000,000","0","69,380,803,448.59","2,763,019,609.19","1,467,832,301.93","0","18,035,939,000","9,118,968,766.28","477,471,234.63","79,440,015,016.44","9,966,930,139.34","111,190,366.94","0","0","0","6,152,529,015.2","0","0","906,159,533.22","2,026,536,047.54","14,509,906,520.94","144,976,497,551.65","214,357,301,000.24","28,964,525,209.64","0","8,071,462,806.92","600,000,000","20,789,685.96","3,255,540,509.18","18,655,403,230.17","11,194,900,927.62","437,705,880.63","0","1,565,024,385.52","1,238,213,835.07","177,928,027.43","22,155,313.83","681,525,421.62","0","0","0","0","4,402,850,000","2,938,659,947.3","82,226,685,180.89","2,731,689,992.42","9,835,739,000.07","250,000,000","688,993,701.54","0","320,632,524.32","961,802,609.24","14,788,857,827.59","97,015,543,008.48","17,122,048,088","35,892,221,131.19","115,785,165.8","23,229,714,608.04","0","35,540,808,913.8","-299,633,775.37","111,387,268,716.72","5,954,489,275.04","117,341,757,991.76","214,357,301,000.24"
600020,中原高速,"2,034,254,232.74","0","0","0","0","77,725,362.19","269,392,320.58","0","0","0","155,774.38","0","48,848,988.58","0","677,339,086.58","0","79,024,386.47","3,186,740,151.52","0","0","0","0","1,813,071,734.9","72,457,357.65","17,213,039,386.21","289,185,191.91","0","248,345,214.36","0","0","7,920,499,020.24","0","0","261,359,707.52","40,266,770.14","0","27,858,224,382.93","31,044,964,534.45","2,570,000,000","0","0","0","0","0","2,843,240,271.58","23,928,036.12","0","0","48,802,386.21","90,089,538.44","102,556,220.9","0","477,377,564.53","0","0","0","0","3,446,210,871.49","0","9,602,204,889.27","12,556,468,167.13","1,500,000,000","378,001,446.37","17,570,340","0","142,254,327.05","23,679,983.77","14,617,974,264.32","24,220,179,153.59","2,247,371,832","1,782,420,320.49","0","977,913,844.99","0","1,789,046,760.43","0","6,796,752,757.91","28,032,622.95","6,824,785,380.86","31,044,964,534.45"
600021,上海电力,"1,728,850,642.89","0","0","0","13,415,602.42","1,919,238,553.15","155,760,763.55","0","0","0","0","0","20,651,023.71","0","502,909,297.8","0","13,410,366.61","4,354,236,250.13","0","1,064,933,385","0","0","6,201,349,834.45","55,783,315.8","18,142,474,985.76","471,722,759.37","29,366,897.99","0","0","0","729,696,477.7","0","0","13,576,905.97","100,566,198.49","403,536,656.01","27,213,007,416.54","31,567,243,666.67","1,436,702,417.91","0","0","0","0","0","1,155,382,461.39","85,639,834.43","0","0","45,790,104.3","165,833,502.04","130,804,897.13","0","405,673,995.38","0","0","0","0","1,213,148,120","1,500,000,000","6,138,975,332.58","11,012,714,267.07","3,480,445,660.06","578,186,873.26","123,873,353.53","25,764,000","45,647,005.8","114,116,747.15","15,380,747,906.87","21,519,723,239.45","2,139,739,257","3,404,886,799.04","0","470,582,272.25","0","948,509,376.33","-2,423,512.07","6,961,294,192.55","3,086,226,234.67","10,047,520,427.22","31,567,243,666.67"
600022,山东钢铁,"2,814,217,531.93","0","0","59,932,195.49","2,275,093,528.71","4,005,891,102.89","589,174,863.14","0","0","0","0","0","237,596,289.15","0","5,661,020,918.74","0","939,215.33","15,643,865,645.38","0","0","0","0","193,347,942.1","0","33,693,942,598.04","3,407,144,828.73","0","11,458,802.38","0","0","138,449,917.98","0","0","434,470.83","112,411,191.16","0","37,557,189,751.22","53,201,055,396.6","17,369,080,255.87","0","0","0","3,934,457.22","477,944,641.39","10,578,382,504.86","2,685,509,646.32","0","0","227,915,207.78","-152,140,899.68","160,426,519.92","1,694,029.6","454,654,526.94","0","0","0","0","4,652,712,557.4","2,822,564.1","36,462,936,011.72","1,779,322,706.13","2,000,000,000","0","0","0","10,904,631.5","39,098,205.13","3,829,325,542.76","40,292,261,554.48","6,436,295,797","7,681,867,607.85","0","715,200,012.6","0","-1,976,952,161.17","-17,311,271.99","12,850,670,835.2","58,123,006.92","12,908,793,842.12","53,201,055,396.6"
600026,中海发展,"3,285,744,885.61","0","0","0","199,817,806.92","1,285,048,607.55","316,333,024.87","0","0","0","0","50,000,000","389,827,578.15","0","934,159,315.39","478,951.34","0","6,461,410,169.83","0","0","0","110,198,146.36","4,026,241,351.94","1,193,458,437","39,830,821,324.21","5,902,873,231.2","0","0","0","0","17,800,060.64","0","0","75,919,175.58","241,800,861.27","0","51,399,112,588.2","57,860,522,758.03","1,419,908,152.39","0","0","0","0","0","1,207,913,382.69","71,004,821.82","0","0","51,048,505.15","-311,043,970.48","210,005,249.88","0","899,155,675.83","0","0","0","0","2,774,980,819.51","0","6,322,972,636.79","15,100,104,924.71","11,226,428,680.68","637,526,299.75","0","0","175,169,325.02","12,757,676.04","27,151,986,906.2","33,474,959,542.99","3,404,552,613","5,091,999,246.81","0","2,877,436,346.44","0","13,042,841,303.2","-904,849,437.39","23,517,137,327.04","868,425,888","24,385,563,215.04","57,860,522,758.03"
600027,华电国际,"3,102,559,000","0","0","0","634,417,000","6,613,709,000","928,111,000","0","0","0","0","66,940,000","1,401,057,000","0","3,383,132,000","42,094,000","986,754,000","17,158,773,000","0","38,958,000","0","144,880,000","10,304,950,000","0","106,881,257,000","11,670,930,000","13,631,000","0","0","0","13,427,253,000","0","873,186,000","0","363,770,000","1,952,107,000","147,412,376,000","164,571,149,000","19,491,832,000","0","0","0","0","449,120,000","8,844,820,000","925,907,000","0","0","109,538,000","689,469,000","602,853,000","14,319,000","2,853,502,000","0","0","0","0","10,766,787,000","0","56,412,527,000","64,173,923,000","10,352,593,000","1,319,670,000","12,223,000","0","2,652,423,000","2,002,894,000","80,513,726,000","136,926,253,000","7,371,084,000","5,749,735,000","0","1,554,113,000","0","4,586,124,000","0","19,301,932,000","8,342,964,000","27,644,896,000","164,571,149,000"
600028,中国石化,"10,864,000,000","0","0","0","20,045,000,000","81,395,000,000","4,370,000,000","0","0","0","0","0","8,807,000,000","0","218,262,000,000","0","1,008,000,000","344,751,000,000","0","0","0","0","52,061,000,000","0","588,969,000,000","168,977,000,000","0","0","0","0","49,834,000,000","0","6,257,000,000","10,246,000,000","15,130,000,000","11,046,000,000","902,520,000,000","1,247,271,000,000","70,228,000,000","0","0","0","0","6,656,000,000","215,628,000,000","69,299,000,000","0","0","1,838,000,000","21,985,000,000","0","0","61,721,000,000","0","0","0","0","15,754,000,000","0","493,109,000,000","40,267,000,000","121,849,000,000","0","0","21,591,000,000","16,043,000,000","3,811,000,000","203,561,000,000","696,670,000,000","86,820,000,000","30,574,000,000","0","184,603,000,000","0","209,446,000,000","-1,619,000,000","513,374,000,000","37,227,000,000","550,601,000,000","1,247,271,000,000"
600029,南方航空,"10,082,000,000","0","0","0","0","1,885,000,000","861,000,000","0","0","0","0","7,000,000","1,743,000,000","0","1,708,000,000","0","501,000,000","16,787,000,000","0","69,000,000","0","0","2,309,000,000","481,000,000","99,591,000,000","18,638,000,000","0","0","0","0","2,273,000,000","0","0","408,000,000","1,266,000,000","672,000,000","125,707,000,000","142,494,000,000","10,719,000,000","0","0","0","0","0","11,450,000,000","4,854,000,000","0","0","2,260,000,000","657,000,000","157,000,000","0","3,759,000,000","0","0","0","0","13,674,000,000","0","47,530,000,000","30,196,000,000","0","19,371,000,000","0","66,000,000","782,000,000","4,953,000,000","55,368,000,000","102,898,000,000","9,818,000,000","14,411,000,000","0","1,056,000,000","0","7,455,000,000","0","32,740,000,000","6,856,000,000","39,596,000,000","142,494,000,000"
600030,中信证券,"52,172,195,283.3","7,515,088,749.62","0","38,807,609,143.38","0","0","0","0","0","0","705,314,697.4","0","0","793,623,315.31","0","0","0","0","0","29,191,745,237.08","0","0","18,481,905,515.52","391,785,699.44","2,551,150,895.79","768,674,663.27","0","0","0","0","160,950,213.84","0","0","0","836,688,259.47","0","0","168,507,554,655.12","790,564,250","0","0","2,900,000,000","18,778,329.28","0","0","0","22,043,613,830.19","0","2,313,600,473.02","1,004,470,876.58","143,093,610.51","0","1,913,298,699.62","0","0","34,807,287,843.01","175,297,094.54","0","0","0","0","1,500,000,000","0","0","4,944,354.24","323,176,055.72","0","0","81,823,257,968.16","11,016,908,400","34,391,521,675.23","0","5,885,189,304.86","10,424,684,744.87","25,219,881,621","-473,181,995.23","86,465,003,750.73","219,292,936.23","86,684,296,686.96","168,507,554,655.12"
600031,三一重工,"9,631,110,000","0","0","80,889,000","1,706,776,000","14,974,446,000","997,253,000","0","0","0","0","0","1,339,741,000","0","10,511,356,000","0","641,576,000","39,883,147,000","0","294,442,000","0","0","310,413,000","0","14,917,390,000","3,168,653,000","682,045,000","0","0","0","4,754,569,000","158,756,000","41,178,000","18,122,000","183,710,000","48,975,000","24,578,253,000","64,461,400,000","5,658,564,000","0","0","0","279,312,000","1,628,778,000","4,192,064,000","1,885,985,000","0","0","333,010,000","374,415,000","75,919,000","100,000,000","6,503,028,000","0","0","0","0","1,661,586,000","0","22,692,661,000","15,692,311,000","491,681,000","50,033,000","0","194,780,000","501,464,000","225,006,000","17,155,275,000","39,847,936,000","7,593,706,000","2,842,000","0","2,242,953,000","-178,715,000","13,358,628,000","-178,715,000","23,019,414,000","1,594,050,000","24,613,464,000","64,461,400,000"
600033,福建高速,"625,534,282.54","0","0","0","0","447,242,260.97","1,212,943.52","0","0","0","0","0","2,061,296.88","0","9,938,114.91","0","0","1,085,988,898.82","0","0","0","0","590,608,040.42","0","17,987,818,746.84","25,813,002.31","0","7,434,583.56","0","0","0","0","62,015,533.59","0","12,229,616.5","0","18,685,919,523.22","19,771,908,422.04","100,000,000","0","0","0","0","0","2,099,365,538.45","13,554,045.59","0","0","45,993,427.98","69,673,717.15","84,327,269.57","0","40,112,876.29","0","0","0","0","667,259,948.22","0","3,120,286,823.25","5,993,370,000","1,492,501,239.61","0","0","0","226,440,985","0","7,712,312,224.61","10,832,599,047.86","2,744,400,000","1,722,318,008.93","0","657,146,201.88","0","2,115,430,347.57","0","7,239,294,558.38","1,700,014,815.8","8,939,309,374.18","19,771,908,422.04"
600035,楚天高速,"1,687,263,978.22","0","0","0","1,401,867","717,278.72","489,570,470.35","0","0","0","0","0","9,863,024.17","0","0","0","0","2,188,816,618.46","0","0","0","0","0","0","517,700,504.91","3,815,566,081.6","568,907.2","0","0","0","5,270,810,446.89","0","0","8,765,468.85","6,500,345.62","0","9,619,911,755.07","11,808,728,373.53","0","0","0","0","0","0","513,115,620.4","173,044,358.66","0","0","29,172,586.44","41,584,946.95","34,130,757.1","0","409,955,197.35","0","0","0","0","100,000,000","499,437,500.02","1,800,440,966.92","6,255,633,171","0","0","0","0","0","0","6,255,633,171","8,056,074,137.92","931,652,495","880,351,046.26","0","573,527,681.37","0","946,692,351.09","0","3,332,223,573.72","420,430,661.89","3,752,654,235.61","11,808,728,373.53"
600036,招商银行,"0","0","103,420,000,000","0","0","0","0","0","0","0","13,009,000,000","0","0","106,965,000,000","0","0","0","0","1,863,325,000,000","284,696,000,000","175,417,000,000","0","1,103,000,000","1,638,000,000","19,287,000,000","0","0","0","0","0","2,851,000,000","0","0","0","4,987,000,000","0","0","3,408,219,000,000","0","0","0","109,815,000,000","0","0","0","0","157,953,000,000","0","5,256,000,000","6,679,000,000","24,065,000,000","0","14,628,000,000","0","0","0","0","0","0","0","0","77,111,000,000","0","0","0","827,000,000","0","0","3,207,712,000,000","21,577,000,000","37,545,000,000","0","18,618,000,000","39,195,000,000","85,025,000,000","-1,265,000,000","200,434,000,000","73,000,000","200,507,000,000","3,408,219,000,000"
